objective_mode,case_label,selected_role,crossing_step,crossing_sync_error,crossing_distance_to_recoverable,crossing_vr_ratio,crossing_vt_error_ratio,best_sync_step,best_sync_error,best_distance_to_recoverable,best_state_relation_to_crossing,final_r_error_ratio,final_vr_ratio,final_vt_error_ratio,vr_flip_count,first_vr_flip_step,vt_min_step,vt_min_before_crossing,mean_control_norm,max_control_norm,mean_control_smoothness,motif_summary
recoverability_target,baseline_crossing_high_angle,best_recoverable_crossing,81,1.6768811513864608,2.313443384578751,-0.03353762302772922,-0.398441487060478,512,0.00046448578427083333,0.0004697653220873672,after_first_crossing,-1.1612144606770833e-06,1.1111737889615368e-06,1.0740245786785133e-05,2,28,512,False,0.009092311097840542,0.01931601997337052,9.281233305600224e-07,smooth low-thrust full-horizon synchronization
