controller_name,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,success,capture_entered,lock_entered,crossing_occurs,crossing_vr,crossing_vt_error,crossing_vr_ratio,crossing_vt_error_ratio,crossing_radius_error,recoverable_crossing,crossing_score,recoverability_score,near_miss,radius_crossings_total,first_crossing_step,minimum_abs_radius_error,final_radius_error,tail_mean_abs_vr,steps,terminated,truncated,termination_reason,dominant_transfer_stage,transfer_stage_counts_json,intercept_classification_counts_json,initial_energy_error_ratio,final_energy_error_ratio,initial_angular_momentum_error_ratio,final_angular_momentum_error_ratio,mean_energy_error_ratio,mean_angular_momentum_error_ratio,max_speed_ratio,overspeed,turning_point_count,burn_a_steps,burn_b_steps,coast_arc_steps,safe_coast_steps,burn_a_count,burn_b_count,insertion_attempts,insertion_windows,successful_insertion_windows,handoff_ready_count,handoff_entered,handoff_rate,predicted_crossing_step,burn_b_solver_evals,burn_b_solver_score,insertion_window_conversion_rate,chosen_burn_timing,chosen_burn_angle_deg,chosen_burn_magnitude,chosen_burn_duration,chosen_insertion_mode,pre_burn_state_json,post_burn_state_json,basin_score,handoff_success,controller_variant,corridor_strategy,initial_vt_error_ratio,final_vt_error_ratio,min_abs_vt_error_ratio,mean_abs_vt_error_ratio,best_vt_error_before_crossing,best_vt_band,best_vt_band_rank,crossing_vt_band,min_distance_to_recoverable,mean_distance_to_recoverable,pre_burn_vt_error_ratio,post_burn_vt_error_ratio,pre_post_burn_vt_correction,vt_improvement_burn_a_to_b,corridor_burn_steps,corridor_hold_steps,corridor_stage_counts_json,instability
phase23_windowed_insertion_solver,1.02,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000208001.97266,170233753030.82324,2014.8353784766816,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.5260135675057651,-0.12535721577320472,-0.5422358781238094,0.5259671295358843,0.5421962744625494,0.970206527515042,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000204863.0635,394424709804.75195,1932.326912783091,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.688989201875164,-0.11258803253505753,-0.9833255016508394,0.6889255822599637,0.9832166586220563,0.945613346805704,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,0.98,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149444500593.5254,149444500593.5254,55.396045015333385,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99493, ""intercept_possible_poor_alignment"": 13, ""no_intercept_possible"": 494}",0.020408163265306076,1.0132924114247008,-0.04378221735089306,-0.83799051188427,1.0130510584694141,0.99937651943729,1.407866913416998,False,0,18,46,1,0,1,1,1,1,1,0,True,0.0,1363699,322,-0.11310237073659576,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.0,165.0,10000.0,1.0,True,True,True,True,-8.88966729674766,-3994.6531548940916,-0.0021129824297496515,-0.9494879445402064,-488.6103515625,False,0.7621259346130128,0.026098185272395925,False,1,243,206.97265625,277.3115234375,17.30631244279581,460,True,False,success,phase76_handoff,"{""phase76_handoff"": 243}","{""handoff_ready"": 211, ""insertion_window"": 148, ""intercept_possible_poor_alignment"": 101}",2.104654818683916e-16,7.393778657325719e-11,-0.034074173710931875,-3.6968672685193056e-11,0.5219687416576904,0.504706529929417,1.0000000000000058,False,0,0,0,0,0,1,0,0,0,0,243,True,0.5282608695652173,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.02,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000107669.6914,160441587470.6494,1036.6874215977077,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.5984167021628569,-0.024462734730208335,-0.44147204670352974,0.5983633829346504,0.44143243075425637,0.9681341043581951,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000106044.8506,385004623547.50195,990.4416383030277,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8342172773759577,-0.010220561444707415,-0.8812168819651444,0.834135488220382,0.8811080071639357,0.9424168952861584,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,0.98,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149445192711.57422,149445192711.57422,55.396045076535756,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99493, ""intercept_possible_poor_alignment"": 13, ""no_intercept_possible"": 494}",0.020408163265306496,1.0132924384534145,-0.025090063551973553,-0.8379900409976373,1.013055489093193,0.9993805535598626,1.4140588231546323,False,0,18,46,1,0,1,1,1,1,1,0,True,0.0,1396201,322,-0.11310222307011084,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.0,170.0,10000.0,1.0,True,True,True,True,-627.8014830847948,-3075.3016548794985,-0.1492219516037754,-0.7309675543558039,-43366.4140625,False,0.7638403911913622,0.018126425876468198,False,1,3843,15013.0810546875,48971.787109375,233.64182222797018,4059,True,False,success,phase76_handoff,"{""phase76_handoff"": 3843}","{""handoff_ready"": 212, ""insertion_window"": 1791, ""intercept_possible_poor_alignment"": 2056}",2.104654818683916e-16,1.3059133116941239e-08,-0.015192246987791962,-6.529566633759087e-09,0.9258990373606751,0.919683014238784,1.000000000000005,False,0,0,0,0,0,1,0,0,0,0,3843,True,0.9467849223946785,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.02,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000072238.28223,156982010040.14062,690.9551264900366,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.6120028652346886,-0.005392923511594131,-0.42242841375953827,0.6119482547325864,0.422388795352401,0.9677447593910704,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000071148.1328,381678095048.9453,657.8331856588024,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.047619047619047436,0.8614744017992496,0.009127655905139585,-0.8619205445269049,0.8613892022927113,0.8618118459216247,0.9418158667040529,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,0.98,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149445929329.00195,149445929329.00195,55.39604502208538,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99493, ""intercept_possible_poor_alignment"": 13, ""no_intercept_possible"": 494}",0.020408163265306287,1.0132927897297004,-0.013817563036137981,-0.8379904893747933,1.0130549117659124,0.9993818004512858,1.4177865926601643,False,0,18,46,1,0,1,1,1,1,1,0,True,0.0,1396190,322,-0.11310211101611459,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.0,175.0,10000.0,1.0,True,True,True,True,-75.56244302967407,-3051.944929061562,-0.017960415068522723,-0.7254159010011462,-4019.8388671875,False,0.6018852194191227,0.016617452634956786,False,1,44,1625.736328125,2204.3291015625,8.84814968539807,260,True,False,success,phase76_handoff,"{""phase76_handoff"": 44}","{""handoff_ready"": 212, ""insertion_window"": 27, ""intercept_possible_poor_alignment"": 21}",2.104654818683916e-16,5.878098861721584e-10,-0.0038053019082545138,-2.9390490934242894e-10,0.172384283833011,0.1599501633935743,1.0000000000000058,False,0,0,0,0,0,1,0,0,0,0,44,True,0.16923076923076924,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.02,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000036257.10254,153467813905.25684,339.6743835014483,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.6201809395377146,0.006107327294770394,-0.4109440743069493,0.6201255517614975,0.41090457655646745,0.9675103243982137,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000035709.94434,378299802772.33594,320.0328212813924,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8778826423135261,0.020795802465610375,-0.8502839455188016,0.8777953898093113,0.8501754764207773,0.9414538917187043,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,0.98,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149331347032.83105,149331347032.83105,66.48066363166866,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99895, ""no_intercept_possible"": 105}",0.020408163265306076,0.9985053549042343,-0.1426785900258876,-1.2006418054227639,1.0011413146172081,0.9993738701728011,1.4506621815840994,False,0,18,46,1,0,1,1,1,1,1,0,True,0.0,705902,322,-0.11310278474502528,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.0,150.0,12000.0,1.0,True,True,True,True,-80.49851164523518,-3051.369756909111,-0.019133667779626447,-0.7252791884998071,-3681.29296875,False,0.6031837526262365,0.014364654403677601,False,3,114,148.345703125,755.0380859375,26.347138132160573,326,True,False,success,phase76_handoff,"{""phase76_handoff"": 114}","{""handoff_ready"": 209, ""insertion_window"": 68, ""intercept_possible_poor_alignment"": 49}",0.0,2.0133359507560395e-10,-0.13397459621556124,-1.0066672571051816e-10,0.34060435774997916,0.3252353379979766,1.0000000000000049,False,0,0,0,0,0,1,0,0,0,0,114,True,0.3496932515337423,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.02,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000207945.22168,170126484326.28125,2003.3783570709747,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.5949826592357413,-0.12535721577320472,-0.6256125947607882,0.5949318710010427,0.6255650702431684,0.966233028349279,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000204777.94336,394233377317.86523,1913.4274862819768,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.671004746308642,-0.11258803253505753,-1.1574769648215892,0.6709554765172211,1.1573463525313261,0.9395914607338702,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,0.98,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149333442944.1504,149333442944.1504,66.48066370680986,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99882, ""no_intercept_possible"": 118}",0.020408163265306076,0.9985059289465934,-0.04378221735089306,-1.2006417604496873,1.0011559423101701,0.9993874619108479,1.4881393694525158,False,0,18,46,1,0,1,1,1,1,1,0,True,0.0,1363699,322,-0.11310242998269356,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.0,165.0,12000.0,1.0,True,True,True,True,-29.385295636110204,-3791.606204635221,-0.0069845823583089784,-0.9012257740911267,-579.7763671875,False,0.7293621181801756,0.02031839432766244,False,2,105,135.919921875,502.3330078125,21.192783332264064,318,True,False,success,phase76_handoff,"{""phase76_handoff"": 105}","{""handoff_ready"": 209, ""insertion_window"": 63, ""intercept_possible_poor_alignment"": 46}",2.104654818683916e-16,1.3396506758790487e-10,-0.034074173710931875,6.698273464708606e-11,0.3259054175294539,0.3132262829276735,1.0000000000000049,False,0,0,0,0,0,1,0,0,0,0,105,True,0.330188679245283,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.02,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000107640.30566,160380456647.33496,1029.6655733346424,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.681889445443471,-0.024462734730208335,-0.5248741722115695,0.6818303967699995,0.5248266330392679,0.9637353295947576,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000106000.7754,384903140850.61426,980.1854391913504,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8453702873813108,-0.010220561444707415,-1.055417207463039,0.8452991988716839,1.0552865575263188,0.9357297215169665,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,0.98,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149334136031.55762,149334136031.55762,66.48066370780533,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99881, ""no_intercept_possible"": 119}",0.020408163265306496,0.9985061212500331,-0.025090063551973553,-1.2006417416971429,1.001158728503326,0.9993906765223984,1.4951659464547258,False,0,18,46,1,0,1,1,1,1,1,0,True,0.0,2032565,322,-0.11310230490193082,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.0,170.0,12000.0,1.0,True,True,True,True,-30.099257367256808,-2552.5823086070577,-0.007154283714171683,-0.6067225452351612,-1052.3896484375,False,0.49396317678545365,0.010598707260321274,False,6,1010,10.53125,67.607421875,14.814055285645287,1222,True,False,success,phase76_handoff,"{""phase76_handoff"": 1010}","{""handoff_ready"": 209, ""insertion_window"": 560, ""intercept_possible_poor_alignment"": 453}",2.104654818683916e-16,1.8038365054494238e-11,-0.015192246987791962,9.019278608507897e-12,0.7941505641062065,0.769303524146656,1.0000000000000049,False,0,0,0,0,0,1,0,0,0,0,1010,True,0.8265139116202946,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.02,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000072218.56543,156937486231.89258,685.5597949833151,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.6981974715878331,-0.005392923511594131,-0.5058356298554714,0.6981368727963326,0.5057880877520339,0.963265962265492,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000071118.5596,381608948690.8535,650.7459705683316,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.047619047619047436,0.8780972997267489,0.009127655905139585,-1.0361306609375238,0.8780221157248826,1.0360001860219383,0.9350032816756486,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,0.98,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149334872388.22656,149334872388.22656,66.48066352573866,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99898, ""no_intercept_possible"": 102}",0.020408163265306287,0.9985063445673,-0.013817563036137981,-1.200641691981174,1.0011615566080545,0.9993933510006996,1.4993951176966982,False,0,18,46,1,0,1,1,1,1,1,0,True,0.0,4049661,322,-0.1131020164683349,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.0,175.0,12000.0,1.0,True,True,True,True,-67.92548656141525,-2582.702318568411,-0.016145189110617915,-0.6138817616273774,-5157.419921875,False,0.5104796369222995,0.010969941268989187,False,1,43,1216.3447265625,2626.7353515625,7.257112147984378,255,True,False,success,phase76_handoff,"{""phase76_handoff"": 43}","{""handoff_ready"": 209, ""insertion_window"": 26, ""intercept_possible_poor_alignment"": 20}",2.104654818683916e-16,7.004529062574584e-10,-0.0038053019082545138,-3.5022646825758274e-10,0.16585029829326867,0.15445766656619989,1.0000000000000049,False,0,0,0,0,0,1,0,0,0,0,43,True,0.16862745098039217,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.02,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000036247.20605,153440302747.25977,335.9593860876791,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.7080140146639551,0.006107327294770394,-0.4943543840493252,0.7079524827799724,0.49430696231574167,0.9629833240498897,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase23_windowed_insertion_solver,1.05,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000035695.10156,378263780650.0596,316.2190925781402,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8977985573807181,0.020795802465610375,-1.0245000139379012,0.89772090788909,1.0243697678174712,0.9345657275839377,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149532425267.17285,149532425267.17285,44.31689111030022,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 12, ""burn_b_timing_wait"": 96, ""coast_arc"": 1, ""phase76_handoff"": 99873}","{""insertion_window"": 99662, ""no_intercept_possible"": 338}",0.020408163265306076,1.0230399870696187,-0.1426785900258876,-1.1300823048152544,1.022776750331478,0.9988939164382077,1.2998219393460562,False,0,18,12,1,0,1,1,1,1,1,0,True,0.0,705902,225,-0.16795011014687616,0.0,96,-111.9758878197281,0.18,12,timing_first,"{""angular_momentum_error_ratio"": 0.17773686532523883, ""energy_error_ratio"": 0.6487217985732481, ""r_error_ratio"": -0.01999946748038763, ""vr_ratio"": 0.49525942384523597, ""vt_error_ratio"": 0.20177165852883766}","{""angular_momentum_error_ratio"": -0.01350295246843733, ""energy_error_ratio"": -0.027376572505996382, ""r_error_ratio"": -0.01999665757523034, ""vr_ratio"": 0.01168215479420565, ""vt_error_ratio"": 0.006626207101218585}",-0.16795011014687616,False,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,150.0,8000.0,1.0,True,True,True,True,-25.192574395203952,-3281.9890635371144,-0.005988015668111895,-0.7800950243010297,-1460.0703125,False,0.6312616384372342,0.022897899677950195,False,1,631,473.6396484375,1334.857421875,19.644712995676638,852,True,False,success,phase76_handoff,"{""phase76_handoff"": 631}","{""handoff_ready"": 216, ""insertion_window"": 382, ""intercept_possible_poor_alignment"": 254}",0.0,3.55947010158653e-10,-0.13397459621556124,-1.7797318008717732e-10,0.730935153977333,0.7067683357255949,1.0000000000000073,False,0,0,0,0,0,1,0,0,0,0,631,True,0.7406103286384976,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.02,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000208058.7246,170343025558.44434,2026.6388578588494,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.44365947118547316,-0.12535721577320472,-0.4588594855455239,0.44361905538495505,0.4588278026998162,0.9741850063012878,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000204948.18164,394624067795.2461,1952.6134973316935,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.6518721252678656,-0.11258803253505753,-0.8091753282905207,0.6518032612188849,0.809088254310838,0.9516473510587419,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149548566719.20312,149548566719.20312,44.3247376582446,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 12, ""burn_b_timing_wait"": 60, ""coast_arc"": 1, ""phase76_handoff"": 99909}","{""insertion_window"": 99992, ""intercept_possible_poor_alignment"": 6, ""no_intercept_possible"": 2}",0.020408163265306076,1.0241292915836355,-0.04378221735089306,-1.1253214857698288,1.022977116241044,0.9992651750021008,1.3277791329177384,False,0,18,12,1,0,1,1,1,1,1,0,True,0.0,1363699,225,-0.14443928530887062,0.0,60,-135.55243426843825,0.18,12,balanced_circularization,"{""angular_momentum_error_ratio"": 0.2767395354455463, ""energy_error_ratio"": 0.7221816433682448, ""r_error_ratio"": -0.01999972434845573, ""vr_ratio"": 0.25636376674700956, ""vt_error_ratio"": 0.302795077885787}","{""angular_momentum_error_ratio"": 0.011410721483131934, ""energy_error_ratio"": 0.024399144938813854, ""r_error_ratio"": -0.01999881348315768, ""vr_ratio"": -0.009206053931697138, ""vt_error_ratio"": 0.03205050707941133}",-0.14443928530887062,False,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,165.0,8000.0,1.0,True,True,True,True,-88.06929902399378,-3143.494158607936,-0.020933166025926386,-0.7471762106990555,-2645.9189453125,False,0.6228607681431453,0.021398883100412866,False,1,182,2175.0126953125,2201.5400390625,24.039640678408468,403,True,False,success,phase76_handoff,"{""phase76_handoff"": 182}","{""handoff_ready"": 216, ""insertion_window"": 109, ""intercept_possible_poor_alignment"": 78}",2.104654818683916e-16,5.870625232460438e-10,-0.034074173710931875,-2.935310709686659e-10,0.4505343981162966,0.4324346135808888,1.0000000000000073,False,0,0,0,0,0,1,0,0,0,0,182,True,0.45161290322580644,1,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.02,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000107699.07715,160504502316.9912,1044.0342145911768,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.5015665861185644,-0.024462734730208335,-0.3580700078271545,0.5015206672753344,0.3580383150899955,0.9725342061045669,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000106088.9248,385113246594.83887,1001.998143845107,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.7679929840763221,-0.010220561444707415,-0.7070169013260886,0.7679095772321304,0.7069298016036287,0.9491073110340807,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,170.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149551618080.94238,149551618080.94238,44.325631004266484,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 12, ""burn_b_timing_wait"": 60, ""coast_arc"": 1, ""phase76_handoff"": 99909}","{""insertion_window"": 99663, ""intercept_possible_poor_alignment"": 4, ""no_intercept_possible"": 333}",0.020408163265306496,1.0231390053190854,-0.025090063551973553,-1.128918206575331,1.0229894572710039,0.9992822718670276,1.3330339359186443,False,0,18,12,1,0,1,1,1,1,1,0,True,0.0,2032565,225,-0.14072869852226833,0.0,60,-148.3278441364129,0.18,12,balanced_circularization,"{""angular_momentum_error_ratio"": 0.29545318743911425, ""energy_error_ratio"": 0.7361635128216514, ""r_error_ratio"": -0.019999815058560286, ""vr_ratio"": 0.17200080752843205, ""vt_error_ratio"": 0.32189075812932055}","{""angular_momentum_error_ratio"": 0.018680321748846627, ""energy_error_ratio"": 0.0396858572665416, ""r_error_ratio"": -0.019999207701126953, ""vr_ratio"": -0.0022339045416812408, ""vt_error_ratio"": 0.03946887569268149}",-0.14072869852226833,False,,,,,,,,,,,,,,,,,,,,
