controller_name,variant_name,commit_timing,radial_magnitude_label,radial_magnitude,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,baseline_non_crossing_case,crossing_occurs,first_crossing_step,phase34_compatible_crossing,recoverable_crossing,recoverable_state,new_crossing_on_baseline_non_crossing_case,crossing_vr_ratio,crossing_vt_error_ratio,crossing_sync_error,best_post_cross_distance,best_post_cross_sync,min_abs_radius_error,min_abs_radius_error_ratio,closest_approach_step,best_crossing_potential,dominant_failure_label,overspeed,instability,max_speed_ratio,termination_reason,simulator_success_label
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.0,150.0,10000.0,1.0,False,True,1375,True,True,True,False,-0.002514457528553389,-1.02080985699837,4.08323942799348,0.9688528336812173,0.968852833672963,0.0,0.0,1,0.943730590964457,,False,False,1.000000000000006,simulator_success_label,True
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.02,150.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.890938246275136,7.99405447051573,149888520878.80664,0.01998513611717422,100000,0.8196407189453674,near_crossing,False,False,1.000192461133917,max_steps,False
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,0.98,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.014807436852083,8.005468259817656,149995895745.43945,0.019999452766058592,6841,0.8193583939087956,near_crossing,False,False,1.4188018373843156,max_steps,False
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.0,165.0,10000.0,1.0,False,True,720,True,True,True,False,-0.0034106487013797933,-0.966656795975724,3.866627183902896,0.9788477063420391,0.9788477059176147,0.0,0.0,1,0.9437305900677712,,False,False,1.000000000000006,simulator_success_label,True
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.02,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.995927184107078,7.993941355722292,149886403454.5244,0.019984853793936587,99999,0.8201278562192319,near_crossing,False,False,1.0001924605282257,max_steps,False
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,0.98,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.014830586009259,8.00549433314927,149996384602.75098,0.019999517947033463,6841,0.8194001367859669,near_crossing,False,False,1.4312769627553927,max_steps,False
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.0,170.0,10000.0,1.0,False,True,470,True,True,True,False,-0.003946645319825053,-0.9673900314203601,3.8695601256814403,0.9972654402276943,0.9972654394633138,0.0,0.0,1,0.9437305889848717,,False,False,1.0000000000000058,simulator_success_label,True
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.02,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.995895492459361,7.993905694898594,149885734814.08203,0.019984764641877605,99999,0.8201819866165871,near_crossing,False,False,1.0001924603344616,max_steps,False
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,0.98,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.014853857474485,8.00552054422604,149996876042.66504,0.01999958347235534,6841,0.8198746747332166,near_crossing,False,False,1.4369776007684092,max_steps,False
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.0,175.0,10000.0,1.0,False,True,203,True,True,True,False,-0.002918324283766283,-1.0248831544206272,4.099532617682509,0.9988304407932312,0.9988304407866659,0.0,0.0,1,0.9437305896686111,,False,False,1.0000000000000058,simulator_success_label,True
phase37a_radial_commit_timing,mid_commit_low,mid_commit,low,0.055,1.02,175.0,10000.0,1.0,True,False,,False,False,False,False,,,,8.99586581078724,7.993872295757917,149885108580.19336,0.01998468114402578,99999,0.820340736431522,near_crossing,False,False,1.0001924601528582,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,150.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.342781495651622,8.044575565351874,149993252023.00488,0.019999100269733984,84,0.8213823682850883,near_crossing,False,False,1.3353423198738859,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,150.0,8000.0,1.0,False,False,,False,False,False,False,,,,4.096736292853262,3.999999999999999,0.0,0.0,1,0.7720677359553495,near_crossing,False,False,0.9434104154597331,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,150.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.193977406820643,8.032384372406353,150000000000.0,0.02,1,0.8208202027167585,near_crossing,False,False,1.000627911968197,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,165.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.34285437160121,8.044660157624739,149994838065.3789,0.01999931174205052,84,0.820199918041551,near_crossing,False,False,1.3872815873924265,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,165.0,8000.0,1.0,False,False,,False,False,False,False,,,,4.099749074370245,3.999999999999999,0.0,0.0,1,0.8089852465208062,near_crossing,False,False,0.9436559188685052,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,165.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.193883642439781,8.032277087403802,149998544435.08398,0.019999805924677864,84,0.8198182100259953,near_crossing,False,False,1.0006279109217817,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,170.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.342880790806937,8.044690824208384,149995413040.78027,0.01999938840543737,84,0.8210222478766865,near_crossing,False,False,1.393046856424408,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,170.0,8000.0,1.0,False,False,,False,False,False,False,,,,4.098184697861952,3.999999999999999,0.0,0.0,1,0.8166560254058768,near_crossing,False,False,0.9437994632441874,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,170.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.19385128775556,8.032240067171875,149997850330.75293,0.019999713377433725,84,0.8198689772842642,near_crossing,False,False,1.0006279105582931,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,175.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.342907410194677,8.044721723130053,149995992372.3506,0.019999465649646744,84,0.8207337344340877,near_crossing,False,False,1.3926172248425404,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,175.0,8000.0,1.0,False,False,,False,False,False,False,,,,4.0996101107782,3.999999999999999,0.0,0.0,1,0.8213963323799434,near_crossing,False,False,0.9439658492690123,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,175.0,8000.0,1.0,True,False,,False,False,False,False,,,,9.193820410186788,8.032204737012448,149997187914.13086,0.01999962505521745,84,0.8201190340238468,near_crossing,False,False,1.0006279102100035,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,150.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.235373799281305,8.014608772975208,149993412150.8203,0.019999121620109375,80,0.8214575509885615,near_crossing,False,False,1.4141147780566818,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,150.0,10000.0,1.0,False,False,,False,False,False,False,,,,4.342079045466832,3.999999999999999,0.0,0.0,1,0.7720677359553495,near_crossing,False,False,0.9292636846963624,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,150.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.104224892616772,8.002380382633959,150000000000.0,0.02,1,0.8200492569206392,near_crossing,False,False,1.000627910917254,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.235437575791964,8.014682236731979,149994789561.50586,0.019999305274867447,80,0.8196822476326067,near_crossing,False,False,1.47500339102065,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,165.0,10000.0,1.0,False,False,,False,False,False,False,,,,4.336118427254229,3.999999999999999,0.0,0.0,1,0.8089852465208062,near_crossing,False,False,0.9295752204383158,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,165.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.104132770321609,8.00227560107698,149998084640.3379,0.019999744618711717,80,0.8206928664311639,near_crossing,False,False,1.0006279098955246,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,0.98,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.235460611939404,8.014708771882656,149995287083.00488,0.019999371611067317,80,0.8199415222414692,near_crossing,False,False,1.4829976431348244,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.0,170.0,10000.0,1.0,False,False,,False,False,False,False,,,,4.339548579853946,3.999999999999999,0.0,0.0,1,0.8166560254058768,near_crossing,False,False,0.9297573635468862,max_steps,False
phase37a_radial_commit_timing,mid_commit_medium,mid_commit,medium,0.105,1.02,170.0,10000.0,1.0,True,False,,False,False,False,False,,,,9.104102931459705,8.00224166175078,149997448291.60742,0.019999659772214323,80,0.820877895966758,near_crossing,False,False,1.0006279095621364,max_steps,False
