t, pos_x, pos_y, vel_x, vel_y, thrust_x, thrust_y
5.900000000000000000e+02,1.499999999989556885e+11,1.757019999995990843e+07,-3.481047884738683058e-03,2.977999999979957283e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+02,1.499999999989202881e+11,1.786799999995783344e+07,-3.540048695525220817e-03,2.977999999979266067e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.100000000000000000e+02,1.499999999988843079e+11,1.816579999995569140e+07,-3.599049506270275700e-03,2.977999999978563210e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.200000000000000000e+02,1.499999999988477173e+11,1.846359999995347485e+07,-3.658050316973150348e-03,2.977999999977848711e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.300000000000000000e+02,1.499999999988105469e+11,1.876139999995118752e+07,-3.717051127633147403e-03,2.977999999977122570e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.400000000000000000e+02,1.499999999987727966e+11,1.905919999994882569e+07,-3.776051938249569504e-03,2.977999999976384788e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.500000000000000000e+02,1.499999999987344360e+11,1.935699999994638935e+07,-3.835052748821719728e-03,2.977999999975635001e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.600000000000000000e+02,1.499999999986954956e+11,1.965479999994387850e+07,-3.894053559348900715e-03,2.977999999974873572e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.700000000000000000e+02,1.499999999986559753e+11,1.995259999994128942e+07,-3.953054369830415540e-03,2.977999999974100501e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.800000000000000000e+02,1.499999999986158447e+11,2.025039999993862212e+07,-4.012055180265566845e-03,2.977999999973315789e+04,0.000000000000000000e+00,0.000000000000000000e+00
6.900000000000000000e+02,1.499999999985751343e+11,2.054819999993587285e+07,-4.071055990653657704e-03,2.977999999972519436e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+02,1.499999999985338440e+11,2.084599999993304536e+07,-4.130056800993989891e-03,2.977999999971711077e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.100000000000000000e+02,1.499999999984919434e+11,2.114379999993013591e+07,-4.189057611285866914e-03,2.977999999970891076e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.200000000000000000e+02,1.499999999984494629e+11,2.144159999992714077e+07,-4.248058421528592282e-03,2.977999999970059434e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.300000000000000000e+02,1.499999999984064026e+11,2.173939999992406368e+07,-4.307059231721467769e-03,2.977999999969216151e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.400000000000000000e+02,1.499999999983627319e+11,2.203719999992090091e+07,-4.366060041863796884e-03,2.977999999968361226e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.500000000000000000e+02,1.499999999983184814e+11,2.233499999991764873e+07,-4.425060851954881400e-03,2.977999999967494296e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.600000000000000000e+02,1.499999999982736511e+11,2.263279999991431087e+07,-4.484061661994024825e-03,2.977999999966615724e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.700000000000000000e+02,1.499999999982282104e+11,2.293059999991088361e+07,-4.543062471980529801e-03,2.977999999965725510e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.800000000000000000e+02,1.499999999981821899e+11,2.322839999990736693e+07,-4.602063281913699837e-03,2.977999999964823655e+04,0.000000000000000000e+00,0.000000000000000000e+00
7.900000000000000000e+02,1.499999999981355896e+11,2.352619999990375713e+07,-4.661064091792836706e-03,2.977999999963910159e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+02,1.499999999980883789e+11,2.382399999990005419e+07,-4.720064901617243916e-03,2.977999999962984657e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.100000000000000000e+02,1.499999999980405884e+11,2.412179999989625812e+07,-4.779065711386224109e-03,2.977999999962047514e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.200000000000000000e+02,1.499999999979922180e+11,2.441959999989236891e+07,-4.838066521099079927e-03,2.977999999961098729e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.300000000000000000e+02,1.499999999979432373e+11,2.471739999988838285e+07,-4.897067330755114009e-03,2.977999999960138302e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.400000000000000000e+02,1.499999999978936768e+11,2.501519999988429993e+07,-4.956068140353629865e-03,2.977999999959166234e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.500000000000000000e+02,1.499999999978435364e+11,2.531299999988011643e+07,-5.015068949893929269e-03,2.977999999958182161e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.600000000000000000e+02,1.499999999977927856e+11,2.561079999987583607e+07,-5.074069759375315729e-03,2.977999999957186446e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.700000000000000000e+02,1.499999999977414551e+11,2.590859999987145513e+07,-5.133070568797091886e-03,2.977999999956179090e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000000e+02,1.499999999976895447e+11,2.620639999986696988e+07,-5.192071378158560381e-03,2.977999999955160092e+04,0.000000000000000000e+00,0.000000000000000000e+00
8.900000000000000000e+02,1.499999999976370239e+11,2.650419999986238405e+07,-5.251072187459024723e-03,2.977999999954129453e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+02,1.499999999975839233e+11,2.680199999985769391e+07,-5.310072996697786686e-03,2.977999999953086808e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.100000000000000000e+02,1.499999999975302429e+11,2.709979999985289574e+07,-5.369073805874149778e-03,2.977999999952032522e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.200000000000000000e+02,1.499999999974759521e+11,2.739759999984799325e+07,-5.428074614987416641e-03,2.977999999950966594e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.300000000000000000e+02,1.499999999974210815e+11,2.769539999984298274e+07,-5.487075424036889915e-03,2.977999999949889025e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.400000000000000000e+02,1.499999999973656311e+11,2.799319999983786419e+07,-5.546076233021872241e-03,2.977999999948799814e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.500000000000000000e+02,1.499999999973095703e+11,2.829099999983263388e+07,-5.605077041941666262e-03,2.977999999947698598e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.600000000000000000e+02,1.499999999972529297e+11,2.858879999982729182e+07,-5.664077850795575485e-03,2.977999999946585740e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.700000000000000000e+02,1.499999999971957092e+11,2.888659999982183799e+07,-5.723078659582902551e-03,2.977999999945461241e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.800000000000000000e+02,1.499999999971378784e+11,2.918439999981626868e+07,-5.782079468302950102e-03,2.977999999944325100e+04,0.000000000000000000e+00,0.000000000000000000e+00
9.900000000000000000e+02,1.499999999970794678e+11,2.948219999981058761e+07,-5.841080276955020779e-03,2.977999999943177318e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+03,1.499999999970204773e+11,2.977999999980479106e+07,-5.900081085538417223e-03,2.977999999942017530e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.010000000000000000e+03,1.499999999969608765e+11,3.007779999979887530e+07,-5.959081894052442943e-03,2.977999999940846101e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.020000000000000000e+03,1.499999999969006958e+11,3.037559999979284033e+07,-6.018082702496400579e-03,2.977999999939663030e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.030000000000000000e+03,1.499999999968399353e+11,3.067339999978668615e+07,-6.077083510869592774e-03,2.977999999938468318e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.040000000000000000e+03,1.499999999967785645e+11,3.097119999978041276e+07,-6.136084319171322167e-03,2.977999999937261964e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.050000000000000000e+03,1.499999999967166138e+11,3.126899999977401644e+07,-6.195085127400891400e-03,2.977999999936043605e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.060000000000000000e+03,1.499999999966540833e+11,3.156679999976749718e+07,-6.254085935557603115e-03,2.977999999934813604e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.070000000000000000e+03,1.499999999965909424e+11,3.186459999976085499e+07,-6.313086743640760820e-03,2.977999999933571962e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.080000000000000000e+03,1.499999999965272217e+11,3.216239999975408614e+07,-6.372087551649667156e-03,2.977999999932318678e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.090000000000000000e+03,1.499999999964629211e+11,3.246019999974719062e+07,-6.431088359583624764e-03,2.977999999931053753e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+03,1.499999999963980103e+11,3.275799999974016845e+07,-6.490089167441936285e-03,2.977999999929776823e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.110000000000000000e+03,1.499999999963325195e+11,3.305579999973301589e+07,-6.549089975223905229e-03,2.977999999928488251e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.120000000000000000e+03,1.499999999962664490e+11,3.335359999972573295e+07,-6.608090782928833368e-03,2.977999999927188037e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.130000000000000000e+03,1.499999999961997681e+11,3.365139999971832335e+07,-6.667091590556024211e-03,2.977999999925876182e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.140000000000000000e+03,1.499999999961325073e+11,3.394919999971077591e+07,-6.726092398104780400e-03,2.977999999924552685e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000000e+03,1.499999999960646667e+11,3.424699999970309436e+07,-6.785093205574404575e-03,2.977999999923217183e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.160000000000000000e+03,1.499999999959962158e+11,3.454479999969527870e+07,-6.844094012964199378e-03,2.977999999921870040e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.170000000000000000e+03,1.499999999959271851e+11,3.484259999968732893e+07,-6.903094820273468317e-03,2.977999999920511254e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.180000000000000000e+03,1.499999999958575745e+11,3.514039999967924505e+07,-6.962095627501514034e-03,2.977999999919140828e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.190000000000000000e+03,1.499999999957873535e+11,3.543819999967101961e+07,-7.021096434647638301e-03,2.977999999917758760e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000000e+03,1.499999999957165527e+11,3.573599999966265261e+07,-7.080097241711144629e-03,2.977999999916364686e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.210000000000000000e+03,1.499999999956451721e+11,3.603379999965415150e+07,-7.139098048691336525e-03,2.977999999914958971e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.220000000000000000e+03,1.499999999955731812e+11,3.633159999964550883e+07,-7.198098855587515763e-03,2.977999999913541615e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.230000000000000000e+03,1.499999999955006104e+11,3.662939999963671714e+07,-7.257099662398985851e-03,2.977999999912112617e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.240000000000000000e+03,1.499999999954274597e+11,3.692719999962778389e+07,-7.316100469125048564e-03,2.977999999910671977e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+03,1.499999999953536987e+11,3.722499999961870909e+07,-7.375101275765007409e-03,2.977999999909219332e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.260000000000000000e+03,1.499999999952793579e+11,3.752279999960948527e+07,-7.434102082318165897e-03,2.977999999907755046e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000000e+03,1.499999999952044373e+11,3.782059999960011244e+07,-7.493102888783825799e-03,2.977999999906279118e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000000e+03,1.499999999951289062e+11,3.811839999959059060e+07,-7.552103695161289758e-03,2.977999999904791548e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.290000000000000000e+03,1.499999999950527954e+11,3.841619999958091974e+07,-7.611104501449861282e-03,2.977999999903292337e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000000e+03,1.499999999949761047e+11,3.871399999957109988e+07,-7.670105307648843011e-03,2.977999999901781121e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.310000000000000000e+03,1.499999999948988037e+11,3.901179999956112355e+07,-7.729106113757537588e-03,2.977999999900258263e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.320000000000000000e+03,1.499999999948209229e+11,3.930959999955099821e+07,-7.788106919775247654e-03,2.977999999898723763e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.330000000000000000e+03,1.499999999947424622e+11,3.960739999954071641e+07,-7.847107725701275849e-03,2.977999999897177622e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.340000000000000000e+03,1.499999999946633911e+11,3.990519999953027815e+07,-7.906108531534925682e-03,2.977999999895619840e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000000e+03,1.499999999945837402e+11,4.020299999951968342e+07,-7.965109337275500662e-03,2.977999999894050052e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.360000000000000000e+03,1.499999999945035095e+11,4.050079999950893223e+07,-8.024110142922301694e-03,2.977999999892468622e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.370000000000000000e+03,1.499999999944226685e+11,4.079859999949801713e+07,-8.083110948474633156e-03,2.977999999890875552e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.380000000000000000e+03,1.499999999943412476e+11,4.109639999948694557e+07,-8.142111753931795953e-03,2.977999999889270839e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.390000000000000000e+03,1.499999999942592468e+11,4.139419999947571009e+07,-8.201112559293094462e-03,2.977999999887654485e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000000e+03,1.499999999941766357e+11,4.169199999946431071e+07,-8.260113364557831322e-03,2.977999999886026126e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.410000000000000000e+03,1.499999999940934448e+11,4.198979999945274740e+07,-8.319114169725309177e-03,2.977999999884386125e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.420000000000000000e+03,1.499999999940096741e+11,4.228759999944102019e+07,-8.378114974794830666e-03,2.977999999882734483e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.430000000000000000e+03,1.499999999939252930e+11,4.258539999942912906e+07,-8.437115779765698431e-03,2.977999999881071199e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.440000000000000000e+03,1.499999999938403320e+11,4.288319999941706657e+07,-8.496116584637215113e-03,2.977999999879396273e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.450000000000000000e+03,1.499999999937547913e+11,4.318099999940484017e+07,-8.555117389408685089e-03,2.977999999877709342e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.460000000000000000e+03,1.499999999936686401e+11,4.347879999939244241e+07,-8.614118194079409263e-03,2.977999999876010770e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.470000000000000000e+03,1.499999999935819092e+11,4.377659999937987328e+07,-8.673118998648692013e-03,2.977999999874300556e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.480000000000000000e+03,1.499999999934945984e+11,4.407439999936713278e+07,-8.732119803115834245e-03,2.977999999872578701e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.490000000000000000e+03,1.499999999934066772e+11,4.437219999935422093e+07,-8.791120607480140334e-03,2.977999999870845204e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+03,1.499999999933181763e+11,4.466999999934113026e+07,-8.850121411740912922e-03,2.977999999869099702e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.510000000000000000e+03,1.499999999932290955e+11,4.496779999932786822e+07,-8.909122215897454650e-03,2.977999999867342558e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.520000000000000000e+03,1.499999999931394043e+11,4.526559999931442738e+07,-8.968123019949068159e-03,2.977999999865573773e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.530000000000000000e+03,1.499999999930491333e+11,4.556339999930080771e+07,-9.027123823895056090e-03,2.977999999863793346e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.540000000000000000e+03,1.499999999929582825e+11,4.586119999928700924e+07,-9.086124627734721085e-03,2.977999999862001278e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.550000000000000000e+03,1.499999999928668213e+11,4.615899999927303195e+07,-9.145125431467365784e-03,2.977999999860197204e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.560000000000000000e+03,1.499999999927747803e+11,4.645679999925886840e+07,-9.204126235092292829e-03,2.977999999858381489e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.570000000000000000e+03,1.499999999926821594e+11,4.675459999924452603e+07,-9.263127038608806596e-03,2.977999999856554132e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.580000000000000000e+03,1.499999999925889282e+11,4.705239999922999740e+07,-9.322127842016207991e-03,2.977999999854715134e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.590000000000000000e+03,1.499999999924951172e+11,4.735019999921528250e+07,-9.381128645313801390e-03,2.977999999852864494e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+03,1.499999999924007263e+11,4.764799999920038134e+07,-9.440129448500889434e-03,2.977999999851001849e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.610000000000000000e+03,1.499999999923057251e+11,4.794579999918529391e+07,-9.499130251576773029e-03,2.977999999849127562e+04,0.000000000000000000e+00,0.000000000000000000e+00
1.620000000000000000e+03,1.499999999922101440e+11,4.824359999917002022e+07,-9.558131054540756552e-03,2.977999999847241634e+04,0.000000000000000000e+00,0.000000000000000000e+00
