t, pos_x, pos_y, vel_x, vel_y, thrust_x, thrust_y
8.800000000000000000e+02,1.500000000013872986e+11,2.620673171063509583e+07,-1.734783947415712664e-03,2.978074547161246301e+04,-9.264110722254648156e-02,8.449364622577136830e-01
8.900000000000000000e+02,1.500000000013601074e+11,2.650453924984476343e+07,-2.720195828938664143e-03,2.978075392096677751e+04,2.000220324362948082e-02,8.497646214484341209e-01
9.000000000000000000e+02,1.500000000013343201e+11,2.680234687403078750e+07,-2.579174605738131579e-03,2.978076241860256778e+04,-7.991502107734135135e-03,8.499624320486537377e-01
9.100000000000000000e+02,1.500000000013071289e+11,2.710015458321294934e+07,-2.718090435988812156e-03,2.978077091821634531e+04,5.356235372818252821e-02,8.483107179937651177e-01
9.200000000000000000e+02,1.500000000012847290e+11,2.739796237722607702e+07,-2.241467707817206782e-03,2.978077940131286596e+04,7.597674465026769963e-02,8.465976224112304882e-01
9.300000000000000000e+02,1.500000000012693176e+11,2.769577025589885935e+07,-1.540701070360928461e-03,2.978078786727831175e+04,8.072815771422843512e-02,8.461577657577022960e-01
9.400000000000000000e+02,1.500000000012613831e+11,2.799357821918731183e+07,-7.924203022005183589e-04,2.978079632884507373e+04,-2.374807687740115164e-02,8.496681874971105941e-01
9.500000000000000000e+02,1.500000000012504883e+11,2.829138626744247228e+07,-1.088901879891176171e-03,2.978080482551593741e+04,6.494568502329821358e-02,8.475152258200762123e-01
9.600000000000000000e+02,1.500000000012455139e+11,2.858919440044904128e+07,-4.984458385089171693e-04,2.978081330065706788e+04,6.216700387609113559e-02,8.477235773700473320e-01
9.700000000000000000e+02,1.500000000012461548e+11,2.888700261822785810e+07,6.422339146789669828e-05,2.978082177788159606e+04,4.822096565600385298e-02,8.486310968089743056e-01
9.800000000000000000e+02,1.500000000012510376e+11,2.918481092086967081e+07,4.874322393111657102e-04,2.978083026418120062e+04,2.372439761955193183e-02,8.496688489980019909e-01
9.900000000000000000e+02,1.500000000012576904e+11,2.948261930847825110e+07,6.656754068579443743e-04,2.978083876085821248e+04,-6.491909519741954904e-02,8.475172629974850880e-01
1.000000000000000000e+03,1.500000000012572632e+11,2.978042778083844483e+07,-4.251635369626372181e-05,2.978084723601924634e+04,-1.094741511721314953e-01,8.429207615340491566e-01
1.010000000000000000e+03,1.500000000012453003e+11,3.007823633749059588e+07,-1.196258673928171255e-03,2.978085566521514920e+04,1.730094398076421555e-02,8.498239096056162678e-01
1.020000000000000000e+03,1.500000000012344666e+11,3.037604497912501916e+07,-1.082250042561012753e-03,2.978086416344241297e+04,7.667942854181900025e-02,8.465342670196523978e-01
1.030000000000000000e+03,1.500000000012307129e+11,3.067385370541274920e+07,-3.744565655124989243e-04,2.978087262877313333e+04,7.527261540980625942e-02,8.466605183716596761e-01
1.040000000000000000e+03,1.500000000012339172e+11,3.097166251636641100e+07,3.192687802873981099e-04,2.978088109536625052e+04,1.074040793307625974e-01,8.431870277364987842e-01
1.050000000000000000e+03,1.500000000012472534e+11,3.126947141163865477e+07,1.334308765369072568e-03,2.978088952722434624e+04,7.855295219993095601e-02,8.463624718172914063e-01
1.060000000000000000e+03,1.500000000012678528e+11,3.156728039154702425e+07,2.060837479215349953e-03,2.978089799083676553e+04,8.863188079885421511e-02,8.453664233372757408e-01
1.070000000000000000e+03,1.500000000012967224e+11,3.186508945599190891e+07,2.888155479124483033e-03,2.978090644448858075e+04,-6.466524051824316943e-02,8.475366698076949312e-01
1.080000000000000000e+03,1.500000000013185425e+11,3.216289860519033670e+07,2.182502265936969721e-03,2.978091491984274398e+04,9.217469431121436130e-02,8.449874707524569484e-01
1.090000000000000000e+03,1.500000000013489990e+11,3.246070783888738602e+07,3.045248401119051134e-03,2.978092336970480028e+04,9.620696177197543553e-02,8.445378739326055983e-01
1.100000000000000000e+03,1.500000000013884888e+11,3.275851715703809261e+07,3.948317210984467543e-03,2.978093181507077315e+04,-2.741238669568908312e-02,8.495578620998373021e-01
1.110000000000000000e+03,1.500000000014246521e+11,3.305632656014445797e+07,3.615192536249667212e-03,2.978094031063650982e+04,5.488327995469877152e-02,8.482262820624071331e-01
1.120000000000000000e+03,1.500000000014656982e+11,3.335413604807332158e+07,4.105024528095869638e-03,2.978094879288632728e+04,1.100378327034657322e-01,8.428473618478757867e-01
1.130000000000000000e+03,1.500000000015171509e+11,3.365194562028679252e+07,5.146402047507566899e-03,2.978095722134682728e+04,6.534836692198500718e-02,8.474842717954297333e-01
1.140000000000000000e+03,1.500000000015745544e+11,3.394975527724855393e+07,5.740884909182988362e-03,2.978096569617631030e+04,-4.383330533460171041e-02,8.488690366266422593e-01
1.150000000000000000e+03,1.500000000016269836e+11,3.424756501909708977e+07,5.243551048371776144e-03,2.978097418485332310e+04,-8.186803972497415371e-02,8.460482398017207251e-01
1.160000000000000000e+03,1.500000000016706543e+11,3.454537484555031359e+07,4.365869843736767605e-03,2.978098264532224857e+04,-4.430376346615508276e-02,8.488446127193922663e-01
1.170000000000000000e+03,1.500000000017092896e+11,3.484318475688786060e+07,3.863831401770568066e-03,2.978099113375478919e+04,-4.396612920397580115e-02,8.488621675412439949e-01
1.180000000000000000e+03,1.500000000017429504e+11,3.514099475311148912e+07,3.365169302507473818e-03,2.978099962236276042e+04,-1.867176349468751759e-02,8.497948959884370490e-01
1.190000000000000000e+03,1.500000000017741394e+11,3.543880483431446552e+07,3.119450860419268126e-03,2.978100812029789813e+04,-1.001516580575893683e-01,8.440791700950305287e-01
1.200000000000000000e+03,1.500000000017947388e+11,3.573661499992521852e+07,2.058933472784746019e-03,2.978101656107565941e+04,-1.008966077174793669e-01,8.439904469548842325e-01
