variant_name,sweep,predictive_horizon,replan_interval,score_mode,action_space,burn_hold_steps,controller_name,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,success,capture_entered,lock_entered,crossing_occurs,crossing_vr,crossing_vt_error,crossing_vr_ratio,crossing_vt_error_ratio,crossing_radius_error,recoverable_crossing,crossing_score,recoverability_score,near_miss,radius_crossings_total,first_crossing_step,minimum_abs_radius_error,final_radius_error,tail_mean_abs_vr,steps,terminated,truncated,termination_reason,dominant_planner_mode,planner_mode_counts_json,initial_energy_error_ratio,final_energy_error_ratio,initial_angular_momentum_ratio,final_angular_momentum_ratio,max_speed_ratio,overspeed,turning_point_count,mean_abs_tracking_error,initial_transfer_energy_error_ratio,final_transfer_energy_error_ratio,initial_transfer_angular_momentum_error_ratio,final_transfer_angular_momentum_error_ratio,burn_steps,coast_steps,burn_ratio,event_count,burn_count,predictive_replans,candidate_eval_count,runtime_seconds,planner_choice_counts_json,planner_choice_named_counts_json,coast_chosen_pct,prograde_pct,retrograde_pct,radial_inward_pct,radial_outward_pct,diagonal_pct,avg_chosen_thrust_norm,avg_score_margin,event_steps_json,burn_steps_json
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,0.98,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,95577037244.05957,95577037244.05957,5437.1769959579515,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.020408163265306076,1.1504708895746707,0.8748177652797064,0.7115308592344252,1.4802962248564964,False,0,0.016602338880699084,0.01020408163265299,1.148966180678924,0.1383156030192956,0.2939617604035684,0,99920,0.0,0,0,2500,22500,25.595522000003257,"{""coast"": 2498, ""diagonal"": 1, ""retrograde"": 1}","{""coast"": 2498, ""retrograde_outward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.0,0.0,0.04,6.573592452822642e-05,3.595572856509577e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,0.98,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,72677942589.08496,72677942589.08496,7724.837487893811,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.020408163265306076,2.3678835879240063,0.9757324312745989,0.12905249092399856,1.8462624635077896,False,0,0.015076644094676007,0.01020408163265299,2.354204752044766,0.03891593766554585,1.1284523039542778,0,99880,0.0,0,0,2500,22500,25.045190299999376,"{""coast"": 2497, ""diagonal"": 2, ""prograde"": 1}","{""coast"": 2497, ""retrograde_outward"": 2, ""small_prograde"": 1}",99.88,0.04,0.0,0.0,0.0,0.08,0.00010347184905645283,8.68734320174183e-05,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.02,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,98126444131.70605,98126444131.70605,5199.259923677327,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.019607843137254777,0.557622752993611,0.9863797326419318,0.06503618844322666,1.5770819442013588,False,0,0.016313625613657932,0.009803921568627437,0.5531989805235472,0.0011632810242118924,0.9344366758638073,0,99920,0.0,0,0,2500,22500,40.31092119999812,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,5.6235277778426964e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.0,170.0,12000.0,1.0,True,True,True,True,-59.11783526958399,-2644.140708489538,-0.014051701041181388,-0.628485034627588,-4974.4609375,False,0.5196500696147496,0.011302579212861713,False,1,19,567.279296875,2772.2412109375,6.334229874531584,231,True,False,success,phase76_handoff,"{""phase76_handoff"": 19}",2.104654818683916e-16,7.392509550470052e-10,0.984807753012208,1.000000000000005,1.0000000000000049,False,0,4.0389829571496205e-07,2.104654818683916e-16,7.392509550470052e-10,0.015192246987791962,3.696254979829826e-10,0,0,0.0,0,0,0,0,0.0037790999995195307,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.05,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,323080428582.16797,323080428582.16797,5203.265663194206,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.04761904761904765,0.6150707289801124,0.9721864785386766,0.050736312379990205,1.5692183820657692,False,0,0.04596329091272327,0.023809523809523878,0.6054474972046152,0.008570262013884953,0.9477119142796911,0,99920,0.0,0,0,2500,22500,40.53627549999874,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,5.6306342807399546e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.05,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,328960131292.9336,328960131292.9336,4614.793348465388,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.04761904761904765,0.35638230980287666,0.8451542547285167,0.2625231290384845,1.3810571699195355,False,0,0.04635524418266683,0.023809523809523878,0.3402918675479486,0.12321610416249097,1.2707557564729326,0,99920,0.0,0,0,2500,22500,40.074801099999604,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,4.946256410107708e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,0.98,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,76298194216.76562,76298194216.76562,7362.753470091987,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.020408163265306496,2.0537781927310266,0.9948060576000269,0.11023136265988735,1.7591420905655575,False,0,0.0153179783476049,0.010204081632653406,2.043240410803716,0.020128657787653964,1.109665228531562,0,99880,0.0,0,0,2500,22500,25.1674239999993,"{""coast"": 2497, ""diagonal"": 2, ""prograde"": 1}","{""coast"": 2497, ""retrograde_outward"": 2, ""small_prograde"": 1}",99.88,0.04,0.0,0.0,0.0,0.08,0.00010347184905645282,8.687358041728884e-05,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.0,175.0,12000.0,1.0,True,True,True,True,-49.59440466036998,-3805.3841505526866,-0.011788079594339244,-0.9045006500420295,-4449.8916015625,False,0.7377462161401496,0.02054370229463622,False,1,25,509.548828125,2621.802734375,2.228509408401243,238,True,False,success,phase76_handoff,"{""phase76_handoff"": 25}",2.104654818683916e-16,6.99134129548071e-10,0.9961946980917454,1.0000000000000049,1.0000000000000049,False,0,4.161105787678352e-07,2.104654818683916e-16,6.99134129548071e-10,0.0038053019082545138,3.4956702192990726e-10,0,0,0.0,0,0,0,0,0.004847200001677265,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.02,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,94201346339.39062,94201346339.39062,5591.789594267276,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.019607843137254777,0.8144499194979767,0.956409083597835,0.15083254334560356,1.6332605340252782,False,0,0.01605205292395984,0.009803921568627437,0.8125944186929566,0.029256558656644043,1.1519765324538946,0,99920,0.0,0,0,2500,22500,40.18213730000207,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,6.066299892051319e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.05,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,319053047028.8779,319053047028.8779,5605.964842304953,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.04761904761904765,0.8845608346846637,0.942647084338374,0.16466435481658614,1.6282452369472966,False,0,0.045694885666369284,0.023809523809523878,0.8816748555517804,0.022074635036229126,1.1696132622808957,0,99920,0.0,0,0,2500,22500,40.03910900000119,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,6.066304717595727e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,0.98,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,79974350106.51172,79974350106.51172,6995.103310573177,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.020408163265306287,1.7522032378901389,1.0063086091467979,0.09889217128570967,1.6712292375714448,False,0,0.01556304523095399,0.010204081632653197,1.7446812055112373,0.008798790486491197,1.0983355551903646,0,99880,0.0,0,0,2500,22500,25.351015799999004,"{""coast"": 2497, ""diagonal"": 2, ""prograde"": 1}","{""coast"": 2497, ""retrograde_outward"": 2, ""small_prograde"": 1}",99.88,0.04,0.0,0.0,0.0,0.08,0.00010347184905645283,8.687366931837897e-05,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.0,150.0,8000.0,1.0,True,True,True,True,-38.530447607905636,-3195.2769906896274,-0.009158290866034995,-0.7594844569695679,-2413.50390625,False,0.6185775149366969,0.021872411989640565,False,1,128,1076.5029296875,2220.5693359375,28.016402607368157,349,True,False,success,phase76_handoff,"{""phase76_handoff"": 128}",0.0,5.921338994971445e-10,0.8660254037844387,1.0000000000000075,1.0000000000000073,False,0,5.993435436858285e-07,0.0,5.921338994971445e-10,0.13397459621556124,2.9606680816445473e-10,0,0,0.0,0,0,0,0,0.007258699999511009,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.02,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,90652729375.9082,90652729375.9082,5946.716243031799,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.01960784313725499,1.0396120557289614,0.9751049769494176,0.13206065191763178,1.712910905025318,False,0,0.015815495623123708,0.009803921568627649,1.040008176286251,0.010280457151176597,1.1330000889710408,0,99920,0.0,0,0,2500,22500,40.16085700000258,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,6.457390075516045e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.05,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,315555454265.1885,315555454265.1885,5955.791440419789,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.047619047619047436,1.1064830789009705,0.9610739580048949,0.14617069339136066,1.707006518231679,False,0,0.04546173053425591,0.02380952380952366,1.1091451558734948,0.0029581412233598363,1.1504964338036183,0,99920,0.0,0,0,2500,22500,40.005066000001534,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,6.45140394852639e-08,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.02,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,87049339120.22949,87049339120.22949,6307.093388739114,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.019607843137254777,1.285327501664824,0.9863797326419318,0.12075473754988295,1.7901740486682165,False,0,0.015575280541169845,0.009803921568627437,1.2881807766814721,0.0011632810242118924,1.121556016775449,0,99920,0.0,0,0,2500,22500,32.902582700000494,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,6.849361349114957e-08,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.0,165.0,8000.0,1.0,True,True,True,True,-75.5921283924204,-3183.1688515097776,-0.017967470973745035,-0.756606476895629,-6026.451171875,False,0.6268461474885241,0.02180655982767169,False,1,79,581.3896484375,5645.37109375,18.30163168160577,300,True,False,success,phase76_handoff,"{""phase76_handoff"": 79}",2.104654818683916e-16,1.5054145521914852e-09,0.9659258262890681,1.0000000000000075,1.0000000000000073,False,0,5.203974283719617e-07,2.104654818683916e-16,1.5054145521914852e-09,0.034074173710931875,7.527071491359193e-10,0,0,0.0,0,0,0,0,0.005866000003152294,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_1000,horizon,1000,40,recoverability,baseline,0,horizon_1000,1.05,175.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,312003890918.2959,312003890918.2959,6310.987263919418,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.04761904761904765,1.3486628857624927,0.9721864785386766,0.1350346973777738,1.783433768459546,False,0,0.04522497090113882,0.023809523809523878,1.357379457906555,0.008570262013884953,1.1389677036890078,0,99920,0.0,0,0,2500,22500,33.24295879999772,"{""coast"": 2498, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 2498, ""radial_inward"": 1, ""small_retrograde"": 1}",99.92,0.0,0.04,0.04,0.0,0.0,6.8e-05,6.837512452433359e-08,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,0.98,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,72660148719.83887,72660148719.83887,7724.851567285684,100000,False,True,max_steps,coast,"{""coast"": 99920, ""predictive_descent"": 80}",0.020408163265306076,2.3685560288769216,0.9757324312745989,0.1315656364832687,1.8464455605206895,False,0,0.015074279360390812,0.01020408163265299,2.3548704685881523,0.03891593766554585,0.8690459246921106,0,99920,0.0,0,0,2500,22500,48.72976710000148,"{""coast"": 2498, ""diagonal"": 1, ""radial_outward"": 1}","{""coast"": 2498, ""radial_outward"": 1, ""retrograde_outward"": 1}",99.92,0.0,0.0,0.0,0.04,0.04,7.773592452822642e-05,0.00011702615020026652,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,0.98,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,84468724217.98242,84468724217.98242,6551.05755757195,100000,False,True,max_steps,coast,"{""coast"": 99960, ""predictive_descent"": 40}",0.020408163265306076,2.153561336230181,0.8748177652797064,0.8670860310538518,1.7872808345631124,False,0,0.01586260116205586,0.01020408163265299,2.1420257228678796,0.1383156030192956,0.13831661624986635,0,99960,0.0,0,0,2500,22500,63.84728470000118,"{""coast"": 2499, ""radial_outward"": 1}","{""coast"": 2499, ""radial_outward"": 1}",99.96,0.0,0.0,0.0,0.04,0.0,4e-05,5.207132056037622e-08,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.0,170.0,8000.0,1.0,True,True,True,True,-69.01423483018289,-4727.470714164705,-0.01640397336941329,-1.1236711366960404,-2623.1083984375,False,0.9186216777498761,0.04348345057112868,False,1,42,1709.513671875,2275.509765625,11.434367729151932,266,True,False,success,phase76_handoff,"{""phase76_handoff"": 42}",2.104654818683916e-16,6.067846121554851e-10,0.984807753012208,1.0000000000000073,1.0000000000000073,False,0,4.632949875670622e-07,2.104654818683916e-16,6.067846121554851e-10,0.015192246987791962,3.0339234160109173e-10,0,0,0.0,0,0,0,0,0.004862399997364264,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.02,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,72083243341.39258,72083243341.39258,7807.331285071104,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.019607843137254777,2.512174155613607,0.956409083597835,0.22123411752543062,1.8689930297163235,False,0,0.014580116953619975,0.009803921568627437,2.5272958971697426,0.029256558656644043,0.7777371573722482,0,99880,0.0,0,0,2500,22500,48.53331009999965,"{""coast"": 2497, ""radial_inward"": 2, ""retrograde"": 1}","{""coast"": 2497, ""radial_inward"": 2, ""small_retrograde"": 1}",99.88,0.0,0.04,0.08,0.0,0.0,0.00010800000000000001,0.00011699513838969944,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.05,165.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,296933726237.5176,296933726237.5176,7821.743484109974,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.04761904761904765,2.576020825782158,0.942647084338374,0.20727345511242676,1.870789681075356,False,0,0.04422289551756022,0.023809523809523878,2.615421346426712,0.022074635036229126,0.7871010140124269,0,99880,0.0,0,0,2500,22500,48.49094839999816,"{""coast"": 2497, ""radial_inward"": 2, ""retrograde"": 1}","{""coast"": 2497, ""radial_inward"": 2, ""small_retrograde"": 1}",99.88,0.0,0.04,0.08,0.0,0.0,0.00010800000000000001,0.0001169952990968297,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.02,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,82108653858.16895,82108653858.16895,6803.3750686506155,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.01960784313725499,1.6517583238054399,0.8574929257125444,0.1211424073618747,1.8257690931976658,False,0,0.015247375213863884,0.009803921568627649,1.6582759070434943,0.12965524072353934,0.8781331515728964,0,99880,0.0,0,0,2500,22500,78.90501679999943,"{""coast"": 2497, ""radial_inward"": 2, ""retrograde"": 1}","{""coast"": 2497, ""radial_inward"": 2, ""small_retrograde"": 1}",99.88,0.0,0.04,0.08,0.0,0.0,0.00010800000000000001,1.4487601251600424e-07,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.0,175.0,8000.0,1.0,True,True,True,True,-31.058008674702325,-3664.12991433049,-0.0073821690331051645,-0.8709259717889519,-762.443359375,False,0.7055993803725469,0.02761116937756757,False,1,8,596.3916015625,607.4658203125,3.3645032623345292,230,True,False,success,phase76_handoff,"{""phase76_handoff"": 8}",2.104654818683916e-16,1.6197255112205923e-10,0.9961946980917454,1.0000000000000075,1.0000000000000075,False,0,4.020464845759737e-07,2.104654818683916e-16,1.6197255112205923e-10,0.0038053019082545138,8.098627137007804e-11,0,0,0.0,0,0,0,0,0.00331009999717935,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.05,150.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,306815014006.5283,306815014006.5283,6832.157363386223,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.04761904761904765,1.7279858954899665,0.8451542547285167,0.1086693973012368,1.8263186131125941,False,0,0.04488053578733844,0.023809523809523878,1.7461855428772155,0.12321610416249097,0.8882397911055445,0,99880,0.0,0,0,2500,22500,78.9255962999996,"{""coast"": 2497, ""radial_inward"": 2, ""retrograde"": 1}","{""coast"": 2497, ""radial_inward"": 2, ""small_retrograde"": 1}",99.88,0.0,0.04,0.08,0.0,0.0,0.00010800000000000001,1.4496692762193675e-07,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,0.98,170.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,76241175967.17676,76241175967.17676,7370.388115220575,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.020408163265306496,2.384088968803458,0.9948060576000269,0.5795956973861693,1.8506449546822594,False,0,0.01531386761556849,0.010204081632653406,2.3702480791154237,0.020128657787653964,1.576623396987619,0,99880,0.0,0,0,2500,22500,63.874794700001075,"{""coast"": 2497, ""diagonal"": 1, ""radial_outward"": 1, ""retrograde"": 1}","{""coast"": 2497, ""radial_outward"": 1, ""retrograde_outward"": 1, ""small_retrograde"": 1}",99.88,0.0,0.04,0.0,0.04,0.04,0.00010573592452822643,9.768340772904338e-08,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,0.98,175.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,79861176468.02734,79861176468.02734,7013.651143405971,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.020408163265306287,2.553964103785982,1.0063086091467979,0.8924458705110316,1.8959860515491949,False,0,0.01555643515091612,0.010204081632653197,2.5384244627481225,0.008798790486491197,0.1125637395386414,0,99880,0.0,0,0,2500,22500,64.21192529999826,"{""coast"": 2497, ""diagonal"": 1, ""prograde"": 1, ""radial_outward"": 1}","{""coast"": 2497, ""radial_outward"": 1, ""retrograde_outward"": 1, ""small_prograde"": 1}",99.88,0.04,0.0,0.0,0.04,0.04,0.00010573592452822643,9.9839162096238e-08,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.0,150.0,10000.0,1.0,True,True,True,True,-56.806558896857226,-3462.776521423222,-0.013502334433540864,-0.823066342493355,-3817.8857421875,False,0.6746558758239845,0.02052503083453011,False,1,1711,693.05859375,2453.6474609375,78.06700913583241,1927,True,False,success,phase76_handoff,"{""phase76_handoff"": 1711}",0.0,6.542913016537822e-10,0.8660254037844387,1.000000000000006,1.0000000000000058,False,0,2.9618460471386597e-06,0.0,6.542913016537822e-10,0.13397459621556124,3.271454664854056e-10,0,0,0.0,0,0,0,0,0.06677069999932428,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.02,170.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,90682242259.6914,90682242259.6914,5944.416354672398,100000,False,True,max_steps,coast,"{""coast"": 99840, ""predictive_descent"": 160}",0.01960784313725499,1.1401075691143823,0.9751049769494176,0.34570653266129975,1.7749994396937632,False,0,0.015818382216135747,0.009803921568627649,1.141508644805526,0.010280457151176597,0.6518328684460206,0,99840,0.0,0,0,2500,22500,95.29596780000065,"{""coast"": 2496, ""diagonal"": 1, ""radial_inward"": 1, ""retrograde"": 2}","{""coast"": 2496, ""prograde_inward"": 1, ""radial_inward"": 1, ""small_retrograde"": 2}",99.84,0.0,0.08,0.04,0.0,0.04,0.00013373592452822642,9.401231822474543e-08,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.05,170.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,315583121514.7256,315583121514.7256,5953.852753162171,100000,False,True,max_steps,coast,"{""coast"": 99840, ""predictive_descent"": 160}",0.047619047619047436,1.1936752886417241,0.9610739580048949,0.3314959181555428,1.7684664604367275,False,0,0.04546453523873177,0.02380952380952366,1.198517170857767,0.0029581412233598363,0.6586926629945367,0,99840,0.0,0,0,2500,22500,95.81861819999904,"{""coast"": 2496, ""diagonal"": 1, ""radial_inward"": 1, ""retrograde"": 2}","{""coast"": 2496, ""prograde_inward"": 1, ""radial_inward"": 1, ""small_retrograde"": 2}",99.84,0.0,0.08,0.04,0.0,0.04,0.00013373592452822644,9.42493556975954e-08,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,0.98,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,73503600577.52051,73503600577.52051,7641.444867204002,100000,False,True,max_steps,coast,"{""coast"": 99880, ""predictive_descent"": 120}",0.020408163265306076,2.28076684530052,0.8748177652797064,0.0464839898120614,1.8225166083328077,False,0,0.015131208993974738,0.01020408163265299,2.2679591768475147,0.1383156030192956,1.0462626624945388,0,99880,0.0,0,0,2500,22500,49.55264840000018,"{""coast"": 2497, ""diagonal"": 2, ""prograde"": 1}","{""coast"": 2497, ""retrograde_outward"": 2, ""small_prograde"": 1}",99.88,0.04,0.0,0.0,0.0,0.08,0.00010347184905645283,0.00014622365428416462,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.0,165.0,10000.0,1.0,True,True,True,True,-44.60852682385054,-3025.2685757801814,-0.010602987744017904,-0.7190752063618795,-2523.248046875,False,0.5879837507187582,0.01630347108872191,False,1,41,1109.8916015625,1452.48828125,20.02351591027418,257,True,False,success,phase76_handoff,"{""phase76_handoff"": 41}",2.104654818683916e-16,3.8731520650728185e-10,0.9659258262890681,1.000000000000006,1.000000000000006,False,0,4.4768223066228917e-07,2.104654818683916e-16,3.8731520650728185e-10,0.034074173710931875,1.9365753166188975e-10,0,0,0.0,0,0,0,0,0.005912399999942863,{},{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.02,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149624832579.19238,149624832579.19238,4345.678956589375,865,True,False,radial_stall,coast,"{""coast"": 785, ""predictive_descent"": 80}",0.019607843137254777,0.16522473679460892,0.956409083597835,0.03462568379020242,1.4281227921411994,False,0,0.01996973284271074,0.009803921568627437,0.15687698416255508,0.029256558656644043,0.9648570788759904,0,785,0.0,0,0,22,198,0.7964857999977539,"{""coast"": 20, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 20, ""radial_inward"": 1, ""small_retrograde"": 1}",90.9090909090909,0.0,4.545454545454546,4.545454545454546,0.0,0.0,0.007727272727272728,1.069511903625556e-05,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.05,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,374623491045.89844,374623491045.89844,4360.936919001045,865,True,False,radial_stall,coast,"{""coast"": 785, ""predictive_descent"": 80}",0.04761904761904765,0.22831898996820993,0.942647084338374,0.020862883865299987,1.4217014470682159,False,0,0.04996066840948617,0.023809523809523878,0.20902696471741522,0.022074635036229126,0.9783573626146191,0,785,0.0,0,0,22,198,0.691768000000593,"{""coast"": 20, ""radial_inward"": 1, ""retrograde"": 1}","{""coast"": 20, ""radial_inward"": 1, ""small_retrograde"": 1}",90.9090909090909,0.0,4.545454545454546,4.545454545454546,0.0,0.0,0.007727272727272728,1.07327552143488e-05,[],[]
horizon_2000,horizon,2000,40,recoverability,baseline,0,horizon_2000,1.02,175.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,87080104625.05078,87080104625.05078,6304.547801952302,100000,False,True,max_steps,coast,"{""coast"": 99840, ""predictive_descent"": 160}",0.019607843137254777,1.396512835044192,0.9863797326419318,0.357239237578684,1.8503131721233128,False,0,0.015578222630186917,0.009803921568627437,1.400477963394634,0.0011632810242118924,0.6403888102253941,0,99840,0.0,0,0,2500,22500,96.15571380000256,"{""coast"": 2496, ""diagonal"": 1, ""radial_inward"": 1, ""retrograde"": 2}","{""coast"": 2496, ""prograde_inward"": 1, ""radial_inward"": 1, ""small_retrograde"": 2}",99.84,0.0,0.08,0.04,0.0,0.04,0.00013373592452822642,9.380617302117145e-08,[],[]
