7.198491153720851243e+07,1.499999976284384460e+11
1.439546001551914811e+08,1.499999942067109985e+11
2.159138510590049922e+08,1.500000231345200500e+11
2.878599552051204443e+08,1.500000833989060669e+11
3.597912182895095944e+08,1.500001742229360352e+11
4.317115285894334912e+08,1.500002971875138855e+11
5.036185619359117746e+08,1.500004513940341492e+11
5.755154251553279161e+08,1.500006379707726135e+11
6.473934473498836756e+08,1.500008527668672485e+11
7.192524568481390476e+08,1.500010956526450195e+11
7.910962302131973505e+08,1.500013688216584778e+11
8.629262330623152256e+08,1.500016729521252441e+11
9.347463850690258741e+08,1.500020094872134094e+11
1.006549124360456705e+09,1.500023750703198547e+11
1.078333912313052416e+09,1.500027693585606079e+11
1.150105174609263182e+09,1.500031946624167786e+11
1.221864079506264925e+09,1.500036514508400574e+11
1.293613077554171324e+09,1.500041405630759583e+11
1.365350924799553156e+09,1.500046615798374634e+11
1.437073645136216164e+09,1.500052128117525024e+11
1.508779648879574060e+09,1.500057933983115234e+11
1.580471771296389103e+09,1.500064047633836060e+11
1.652153775040356636e+09,1.500070483229996643e+11
1.723816054903390169e+09,1.500077192698698730e+11
1.795466295768042088e+09,1.500084217198129578e+11
1.867105765800344706e+09,1.500091561142633667e+11
1.938730533895514727e+09,1.500099208376820374e+11
2.010339160267849684e+09,1.500107151377929077e+11
2.081929207030478239e+09,1.500115375383256226e+11
2.153506499417413235e+09,1.500123910945727234e+11
2.225069337049611568e+09,1.500132750442451477e+11
2.296614367406721592e+09,1.500141875453360596e+11
2.368149404086693764e+09,1.500151321527160950e+11
2.439673354886388779e+09,1.500161084942361145e+11
2.511180294667566776e+09,1.500171138247609863e+11
2.582677216692302227e+09,1.500181512160274963e+11
2.654161783722153187e+09,1.500192198318128357e+11
2.725634520407370090e+09,1.500203198610133362e+11
2.797095239954825878e+09,1.500214512199482422e+11
2.868541547236460209e+09,1.500226128718800049e+11
2.939968931934583664e+09,1.500238022198388367e+11
3.011386251341123104e+09,1.500250235376426697e+11
3.082785016958188057e+09,1.500262727699612427e+11
3.154174460959386826e+09,1.500275541708934937e+11
3.225549256870558739e+09,1.500288656848358154e+11
3.296915135993568420e+09,1.500302094565071411e+11
3.368271028648452282e+09,1.500315851594307861e+11
3.439608131223581314e+09,1.500329885462595215e+11
3.510929191135871410e+09,1.500344212746450806e+11
3.582240190154472828e+09,1.500358858730877380e+11
3.653538631217740059e+09,1.500373814330762024e+11
3.724821867290518761e+09,1.500389067351707458e+11
3.796092460709064007e+09,1.500404629384563293e+11
3.867350773541491032e+09,1.500420501751477661e+11
3.938598124729983807e+09,1.500436689208044128e+11
4.009829921874748707e+09,1.500453171738954773e+11
4.081052917699284554e+09,1.500469975790165405e+11
4.152261377676877022e+09,1.500487079776611633e+11
4.223451432879220486e+09,1.500504461585751648e+11
4.294627497065490246e+09,1.500522145636169739e+11
4.365793820233288765e+09,1.500540147993440857e+11
4.436941049112380028e+09,1.500558423060922241e+11
4.508069649753811836e+09,1.500576973885979614e+11
4.579180844343544006e+09,1.500595808170649414e+11
4.650283183091237068e+09,1.500614962830784302e+11
4.721370238603773117e+09,1.500634412623083496e+11
4.792443410224148750e+09,1.500654164226056519e+11
