6.118474238227146119e+07,1.499999998940927124e+11
1.223542819335527271e+08,1.499999996884793701e+11
1.835086979586254060e+08,1.500000296856198730e+11
2.446480570743632913e+08,1.500000897827404785e+11
3.057724256133022904e+08,1.500001798774082642e+11
3.668818696248232722e+08,1.500002998675300293e+11
4.279764548763301969e+08,1.500004496513512268e+11
4.890562468544233441e+08,1.500006291274548645e+11
5.501213107660679817e+08,1.500008381947604370e+11
6.111717115397578478e+08,1.500010767525227661e+11
6.722075138266743422e+08,1.500013447003310242e+11
7.332287820018404722e+08,1.500016419381076355e+11
7.942355801652706861e+08,1.500019683661071472e+11
8.552279721431155205e+08,1.500023238849151917e+11
9.162060214888017178e+08,1.500027083954474792e+11
9.771697914841676950e+08,1.500031217989486694e+11
1.038119345140594602e+09,1.500035639969913025e+11
1.099054745200132132e+09,1.500040348914747925e+11
1.159976054136620760e+09,1.500045343846243591e+11
1.220883334156808138e+09,1.500050623789899902e+11
1.281776647201461792e+09,1.500056187774453430e+11
1.342656054946477413e+09,1.500062034831867371e+11
1.403521618803981543e+09,1.500068163997321777e+11
1.464373399923431158e+09,1.500074574309201965e+11
1.525211459192707539e+09,1.500081264809089050e+11
1.586035857239206553e+09,1.500088234541749573e+11
1.646846654430923939e+09,1.500095482555124817e+11
1.707643910877536297e+09,1.500103007900320740e+11
1.768427686431477785e+09,1.500110809631598206e+11
1.829198040689012289e+09,1.500118886806362610e+11
1.889955032991301060e+09,1.500127238485153198e+11
1.950698722425466776e+09,1.500135863731633606e+11
2.011429167825652122e+09,1.500144761612581482e+11
2.072146427774074554e+09,1.500153931197878418e+11
2.132850560602076769e+09,1.500163371560500183e+11
2.193541624391173363e+09,1.500173081776506653e+11
2.254219676974092007e+09,1.500183060925031433e+11
2.314884775935811520e+09,1.500193308088272705e+11
2.375536978614594936e+09,1.500203822351482849e+11
2.436176342103019238e+09,1.500214602802958679e+11
2.496802923248999596e+09,1.500225648534031067e+11
2.557416778656810760e+09,1.500236958639056396e+11
2.618017964688103199e+09,1.500248532215405579e+11
2.678606537462915421e+09,1.500260368363455200e+11
2.739182552860682964e+09,1.500272466186577148e+11
2.799746066521241665e+09,1.500284824791129150e+11
2.860297133845828056e+09,1.500297443286445312e+11
2.920835809998075485e+09,1.500310320784826355e+11
2.981362149905005932e+09,1.500323456401529846e+11
3.041876208258017063e+09,1.500336849254761047e+11
3.102378039513867855e+09,1.500350498465662842e+11
3.162867697895656109e+09,1.500364403158307190e+11
3.223345237393795967e+09,1.500378562459684143e+11
3.283810711766988277e+09,1.500392975499693909e+11
3.344264174543189526e+09,1.500407641411136780e+11
3.404705679020574570e+09,1.500422559329703369e+11
3.465135278268497467e+09,1.500437728393966064e+11
3.525553025128447056e+09,1.500453147745368958e+11
3.585958972214998245e+09,1.500468816528218994e+11
3.646353171916761398e+09,1.500484733889676819e+11
3.706735676397325516e+09,1.500500898979747009e+11
3.767106537596199512e+09,1.500517310951269531e+11
3.827465807229747295e+09,1.500533968959909668e+11
3.887813536792122364e+09,1.500550872164149780e+11
3.948149777556194782e+09,1.500568019725279846e+11
4.008474580574477673e+09,1.500585410807388000e+11
4.068787996680047989e+09,1.500603044577351685e+11
4.129090076487463474e+09,1.500620920204829407e+11
4.189380870393677235e+09,1.500639036862250061e+11
4.249660428578947067e+09,1.500657393724805603e+11
4.309928801007741928e+09,1.500675989970441284e+11
4.370186037429645538e+09,1.500694824779846802e+11
4.430432187380252838e+09,1.500713897336447144e+11
4.490667300182067871e+09,1.500733206826394043e+11
4.550891424945393562e+09,1.500752752438557434e+11
4.611104610569219589e+09,1.500772533364515991e+11
4.671306905742106438e+09,1.500792548798548584e+11
4.731498358943067551e+09,1.500812797937625732e+11
4.791679018442445755e+09,1.500833279981400757e+11
4.851848932302784920e+09,1.500853994132200928e+11
4.912008148379701614e+09,1.500874939595018616e+11
4.972156714322750092e+09,1.500896115577503357e+11
5.032294677576286316e+09,1.500917521289952393e+11
5.092422085380326271e+09,1.500939155945302429e+11
5.152538984771402359e+09,1.500961018759121094e+11
5.212645422583413124e+09,1.500983108949598694e+11
5.272741445448474884e+09,1.501005425737538757e+11
5.332827099797765732e+09,1.501027968346350708e+11
5.392902431862366676e+09,1.501050736002040405e+11
5.452967487674099922e+09,1.501073727933202515e+11
5.513022313066365242e+09,1.501096943371011353e+11
5.573066953674968719e+09,1.501120381549212952e+11
5.633101454938952446e+09,1.501144041704116821e+11
5.693125862101419449e+09,1.501167923074587097e+11
5.753140220210352898e+09,1.501192024902034607e+11
5.813144574119436264e+09,1.501216346430408325e+11
5.873138968488865852e+09,1.501240886906187744e+11
5.933123447786163330e+09,1.501265645578373718e+11
5.993098056286982536e+09,1.501290621698480835e+11
6.053062838075914383e+09,1.501315814520529175e+11
6.113017837047287941e+09,1.501341223301036377e+11
6.172963096905967712e+09,1.501366847299008789e+11
6.232898661168149948e+09,1.501392685775933838e+11
