controller_name,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,success,capture_entered,lock_entered,crossing_occurs,crossing_vr,crossing_vt_error,crossing_vr_ratio,crossing_vt_error_ratio,crossing_radius_error,recoverable_crossing,crossing_score,recoverability_score,near_miss,radius_crossings_total,first_crossing_step,minimum_abs_radius_error,final_radius_error,tail_mean_abs_vr,steps,terminated,truncated,termination_reason,dominant_transfer_stage,transfer_stage_counts_json,intercept_classification_counts_json,initial_energy_error_ratio,final_energy_error_ratio,initial_angular_momentum_error_ratio,final_angular_momentum_error_ratio,mean_energy_error_ratio,mean_angular_momentum_error_ratio,max_speed_ratio,overspeed,turning_point_count,burn_a_steps,burn_b_steps,coast_arc_steps,safe_coast_steps,burn_a_count,burn_b_count,insertion_attempts,insertion_windows,successful_insertion_windows,handoff_ready_count,handoff_entered,handoff_rate,predicted_crossing_step,burn_b_solver_evals,burn_b_solver_score,insertion_window_conversion_rate,chosen_burn_timing,chosen_burn_angle_deg,chosen_burn_magnitude,chosen_burn_duration,chosen_insertion_mode,pre_burn_state_json,post_burn_state_json,basin_score,handoff_success,controller_variant,sync_strategy,initial_vt_error_ratio,final_vt_error_ratio,min_abs_vt_error_ratio,mean_abs_vt_error_ratio,best_vt_error_before_crossing,best_vt_band,best_vt_band_rank,crossing_vt_band,min_distance_to_recoverable,mean_distance_to_recoverable,pre_burn_vt_error_ratio,post_burn_vt_error_ratio,pre_post_burn_vt_correction,vt_improvement_burn_a_to_b,sync_error_at_crossing,best_sync_error,best_pre_cross_sync_window,best_sync_band,best_sync_band_rank,crossing_sync_band,predicted_crossing_step_at_burn,actual_crossing_step,timing_offset_steps,predicted_crossing_vt_error_ratio,actual_crossing_vt_error_ratio,predicted_crossing_sync_error,sync_burn_steps,sync_hold_steps,sync_stage_counts_json,instability
phase24_precision_insertion_geometry,1.0,170.0,8000.0,1.0,True,True,True,True,-26.609700880474676,-3835.407376660934,-0.006324852049514541,-0.911636861908399,-2190.5517578125,False,0.7368993122782103,0.029925929496057102,False,1,2307,470.41796875,2058.1533203125,20.503655353634183,2529,True,False,success,phase76_handoff,"{""phase76_handoff"": 2307}","{""handoff_ready"": 216, ""insertion_window"": 1096, ""intercept_possible_poor_alignment"": 1217}",2.104654818683916e-16,5.488264172930856e-10,-0.015192246987791962,-2.744130855547726e-10,0.8975993091151757,0.8706165037730679,1.0000000000000073,False,0,0,0,0,0,1,0,0,0,0,2307,True,0.9122182680901542,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,3.646547447633596,3.646547447633596,3.646547447633596,outside_3x,0,outside_3x,,2307,,,-0.911636861908399,,,,,
phase24_precision_insertion_geometry,1.02,170.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000072257.99902,157028239961.47754,696.6677659893638,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.5124324209772779,-0.005392923511594131,-0.3390212365297166,0.5123854695101537,0.33898954181399565,0.9722241532219635,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,170.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000071177.7051,381754068109.56836,666.18989069654,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.047619047619047436,0.7897863012180721,0.009127655905139585,-0.6877105828689392,0.7897001681552682,0.6876236605485023,0.9486299106362504,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,175.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149553535271.83105,149553535271.83105,44.32254144046101,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 12, ""burn_b_timing_wait"": 96, ""coast_arc"": 1, ""phase76_handoff"": 99873}","{""insertion_window"": 99462, ""intercept_possible_poor_alignment"": 8, ""no_intercept_possible"": 530}",0.020408163265306287,1.0246325564574825,-0.013817563036137981,-1.1236550612988263,1.0228863509154016,0.999045211315736,1.3361986501889813,False,0,18,12,1,0,1,1,1,1,1,0,True,0.0,1569119,225,-0.16938926405934132,0.0,96,-163.51905870635457,0.18,12,balanced_circularization,"{""angular_momentum_error_ratio"": 0.3067389421076711, ""energy_error_ratio"": 0.7446106894542571, ""r_error_ratio"": -0.01999990717603047, ""vr_ratio"": 0.08632907049245486, ""vt_error_ratio"": 0.3334069574852493}","{""angular_momentum_error_ratio"": -0.005106745418798967, ""energy_error_ratio"": -0.010129996684945183, ""r_error_ratio"": -0.019999429491678777, ""vr_ratio"": -0.0078095962048642335, ""vt_error_ratio"": 0.015196607554172245}",-0.16938926405934132,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,175.0,8000.0,1.0,True,True,True,True,-35.33209647045934,-3439.731965189568,-0.00839807571601849,-0.8175888886362344,-454.1748046875,False,0.6641488018287663,0.02482508985438676,False,1,86,265.2685546875,277.490234375,8.86631054729974,307,True,False,success,phase76_handoff,"{""phase76_handoff"": 86}","{""handoff_ready"": 215, ""insertion_window"": 52, ""intercept_possible_poor_alignment"": 40}",2.104654818683916e-16,7.398261572089514e-11,-0.0038053019082545138,-3.6991364129378737e-11,0.2861142806458803,0.2677516417374583,1.0000000000000073,False,0,0,0,0,0,1,0,0,0,0,86,True,0.28013029315960913,1,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,3.2703555545449374,3.2703555545449374,3.2703555545449374,outside_3x,0,outside_3x,,86,,,-0.8175888886362344,,,,,
phase24_precision_insertion_geometry,1.02,175.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000036266.99902,153496951935.50977,343.6989150753124,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.5189729724889153,0.006107327294770394,-0.32753377425067104,0.5189253994462651,0.327502200482083,0.9720374749698517,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,175.0,8000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000035724.7881,378342332637.4072,325.08467696479426,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8029052688622864,0.020795802465610375,-0.6760679156965376,0.8028174946721713,0.6759812236145738,0.9483424233034455,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149422888489.60742,149422888489.60742,55.40326480899943,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 6, ""burn_b_timing_wait"": 96, ""coast_arc"": 1, ""phase76_handoff"": 99879}","{""insertion_window"": 99663, ""intercept_possible_poor_alignment"": 3, ""no_intercept_possible"": 334}",0.020408163265306076,1.0114343192684554,-0.1426785900258876,-0.8331556117995375,1.0132766717310424,0.9990443471455053,1.374876627303795,False,0,18,6,1,0,1,1,1,1,1,0,True,0.0,705902,225,-0.16609599162159708,0.0,96,-119.55389779175785,0.42,6,timing_first,"{""angular_momentum_error_ratio"": 0.2578415599813004, ""energy_error_ratio"": 0.8494704621631978, ""r_error_ratio"": -0.01999946891827474, ""vr_ratio"": 0.4928335804732481, ""vt_error_ratio"": 0.28351110033878657}","{""angular_momentum_error_ratio"": -0.00950217089618429, ""energy_error_ratio"": -0.019140010696973502, ""r_error_ratio"": -0.019996771802494533, ""vr_ratio"": 0.01172321581473077, ""vt_error_ratio"": 0.01070874115957013}",-0.16609599162159708,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,150.0,10000.0,1.0,True,True,True,True,-6.276680836972505,-4026.540150778171,-0.0014919024394221608,-0.9570671553015822,-547.65234375,False,0.7674440072415927,0.02644763969103196,False,1,413,80.015625,399.2158203125,22.040497429913927,630,True,False,success,phase76_handoff,"{""phase76_handoff"": 413}","{""handoff_ready"": 211, ""insertion_window"": 251, ""intercept_possible_poor_alignment"": 168}",0.0,1.0644565350620334e-10,-0.13397459621556124,-5.3222465417905946e-11,0.6430051106494269,0.6187930017814905,1.000000000000006,False,0,0,0,0,0,1,0,0,0,0,413,True,0.6555555555555556,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,3.8282686212063286,3.8282686212063286,3.8282686212063286,outside_3x,0,outside_3x,,413,,,-0.9570671553015822,,,,,
phase24_precision_insertion_geometry,1.02,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000208001.97266,170233753030.82324,2014.8353784766816,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.5260135675057651,-0.12535721577320472,-0.5422358781238094,0.5259671295358843,0.5421962744625494,0.970206527515042,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,150.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000204863.0635,394424709804.75195,1932.326912783091,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.688989201875164,-0.11258803253505753,-0.9833255016508394,0.6889255822599637,0.9832166586220563,0.945613346805704,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149434389510.47754,149434389510.47754,55.39604963229564,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 12, ""burn_b_timing_wait"": 96, ""coast_arc"": 1, ""phase76_handoff"": 99873}","{""insertion_window"": 99834, ""intercept_possible_poor_alignment"": 7, ""no_intercept_possible"": 159}",0.020408163265306076,1.0139258599772747,-0.04378221735089306,-0.8398860452513792,1.0133465957925485,0.9991016720417278,1.407866913416998,False,0,18,12,1,0,1,1,1,1,1,0,True,0.0,1363699,225,-0.10721205651669811,0.0,96,-141.7573411752269,0.18,12,balanced_circularization,"{""angular_momentum_error_ratio"": 0.35687019721921753, ""energy_error_ratio"": 0.9412734620470542, ""r_error_ratio"": -0.019999725092979037, ""vr_ratio"": 0.2551077222901433, ""vt_error_ratio"": 0.38456103734047686}","{""angular_momentum_error_ratio"": 0.03759933009157425, ""energy_error_ratio"": 0.08019017771393208, ""r_error_ratio"": -0.01999830871874349, ""vr_ratio"": -0.0016486249711942858, ""vt_error_ratio"": 0.058772999396577014}",-0.10721205651669811,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,165.0,10000.0,1.0,True,True,True,True,-8.88966729674766,-3994.6531548940916,-0.0021129824297496515,-0.9494879445402064,-488.6103515625,False,0.7621259346130128,0.026098185272395925,False,1,243,206.97265625,277.3115234375,17.30631244279581,460,True,False,success,phase76_handoff,"{""phase76_handoff"": 243}","{""handoff_ready"": 211, ""insertion_window"": 148, ""intercept_possible_poor_alignment"": 101}",2.104654818683916e-16,7.393778657325719e-11,-0.034074173710931875,-3.6968672685193056e-11,0.5219687416576904,0.504706529929417,1.0000000000000058,False,0,0,0,0,0,1,0,0,0,0,243,True,0.5282608695652173,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,3.7979517781608254,3.7979517781608254,3.7979517781608254,outside_3x,0,outside_3x,,243,,,-0.9494879445402064,,,,,
phase24_precision_insertion_geometry,1.02,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000107669.6914,160441587470.6494,1036.6874215977077,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.5984167021628569,-0.024462734730208335,-0.44147204670352974,0.5983633829346504,0.44143243075425637,0.9681341043581951,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,165.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000106044.8506,385004623547.50195,990.4416383030277,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8342172773759577,-0.010220561444707415,-0.8812168819651444,0.834135488220382,0.8811080071639357,0.9424168952861584,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149440878870.00098,149440878870.00098,55.40399287547568,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 6, ""burn_b_timing_wait"": 60, ""coast_arc"": 1, ""phase76_handoff"": 99915}","{""insertion_window"": 99715, ""intercept_possible_poor_alignment"": 4, ""no_intercept_possible"": 281}",0.020408163265306496,1.0154349294575726,-0.025090063551973553,-0.8451051164865062,1.0134250313064814,0.999397043643362,1.4140588231546323,False,0,18,6,1,0,1,1,1,1,1,0,True,0.0,2032565,225,-0.1000508428271561,0.0,60,-152.21316319781224,0.3,6,balanced_circularization,"{""angular_momentum_error_ratio"": 0.3755891011590561, ""energy_error_ratio"": 0.9587463929105391, ""r_error_ratio"": -0.019999815558097916, ""vr_ratio"": 0.17115808320313208, ""vt_error_ratio"": 0.40366208394382785}","{""angular_momentum_error_ratio"": 0.03308087709296096, ""energy_error_ratio"": 0.07061474628735531, ""r_error_ratio"": -0.01999922690214427, ""vr_ratio"": -0.013005356712609406, ""vt_error_ratio"": 0.05416332869546123}",-0.1000508428271561,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,170.0,10000.0,1.0,True,True,True,True,-627.8014830847948,-3075.3016548794985,-0.1492219516037754,-0.7309675543558039,-43366.4140625,False,0.7638403911913622,0.018126425876468198,False,1,3843,15013.0810546875,48971.787109375,233.64182222797018,4059,True,False,success,phase76_handoff,"{""phase76_handoff"": 3843}","{""handoff_ready"": 212, ""insertion_window"": 1791, ""intercept_possible_poor_alignment"": 2056}",2.104654818683916e-16,1.3059133116941239e-08,-0.015192246987791962,-6.529566633759087e-09,0.9258990373606751,0.919683014238784,1.000000000000005,False,0,0,0,0,0,1,0,0,0,0,3843,True,0.9467849223946785,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,7.4610975801887705,7.4610975801887705,7.4610975801887705,outside_3x,0,outside_3x,,3843,,,-0.7309675543558039,,,,,
phase24_precision_insertion_geometry,1.02,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000072238.28223,156982010040.14062,690.9551264900366,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.6120028652346886,-0.005392923511594131,-0.42242841375953827,0.6119482547325864,0.422388795352401,0.9677447593910704,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,170.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000071148.1328,381678095048.9453,657.8331856588024,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.047619047619047436,0.8614744017992496,0.009127655905139585,-0.8619205445269049,0.8613892022927113,0.8618118459216247,0.9418158667040529,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149443874159.89453,149443874159.89453,55.397056265445634,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 12, ""burn_b_timing_wait"": 60, ""coast_arc"": 1, ""phase76_handoff"": 99909}","{""insertion_window"": 99671, ""intercept_possible_poor_alignment"": 2, ""no_intercept_possible"": 327}",0.020408163265306287,1.0148664694672875,-0.013817563036137981,-0.8427741061868661,1.013399095663999,0.9993603371935791,1.4177865926601643,False,0,18,12,1,0,1,1,1,1,1,0,True,0.0,2810282,225,-0.15476468580045982,0.0,60,-165.33358861859452,0.18,12,balanced_circularization,"{""angular_momentum_error_ratio"": 0.38687809406636253, ""energy_error_ratio"": 0.9693026785416283, ""r_error_ratio"": -0.019999907426742056, ""vr_ratio"": 0.08590614404718938, ""vt_error_ratio"": 0.41518159495754253}","{""angular_momentum_error_ratio"": -0.0063851626432013826, ""energy_error_ratio"": -0.012472553213170725, ""r_error_ratio"": -0.019999608115733595, ""vr_ratio"": -0.01911518094655799, ""vt_error_ratio"": 0.013892285743228561}",-0.15476468580045982,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,175.0,10000.0,1.0,True,True,True,True,-75.56244302967407,-3051.944929061562,-0.017960415068522723,-0.7254159010011462,-4019.8388671875,False,0.6018852194191227,0.016617452634956786,False,1,44,1625.736328125,2204.3291015625,8.84814968539807,260,True,False,success,phase76_handoff,"{""phase76_handoff"": 44}","{""handoff_ready"": 212, ""insertion_window"": 27, ""intercept_possible_poor_alignment"": 21}",2.104654818683916e-16,5.878098861721584e-10,-0.0038053019082545138,-2.9390490934242894e-10,0.172384283833011,0.1599501633935743,1.0000000000000058,False,0,0,0,0,0,1,0,0,0,0,44,True,0.16923076923076924,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,2.9016636040045847,2.9016636040045847,2.9016636040045847,C_3x,1,C_3x,,44,,,-0.7254159010011462,,,,,
phase24_precision_insertion_geometry,1.02,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000036257.10254,153467813905.25684,339.6743835014483,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.6201809395377146,0.006107327294770394,-0.4109440743069493,0.6201255517614975,0.41090457655646745,0.9675103243982137,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,175.0,10000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000035709.94434,378299802772.33594,320.0328212813924,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8778826423135261,0.020795802465610375,-0.8502839455188016,0.8777953898093113,0.8501754764207773,0.9414538917187043,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149311888372.55566,149311888372.55566,66.47525456580496,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 6, ""burn_b_timing_wait"": 96, ""coast_arc"": 1, ""phase76_handoff"": 99879}","{""insertion_window"": 99867, ""intercept_possible_poor_alignment"": 2, ""no_intercept_possible"": 131}",0.020408163265306076,1.001302337301983,-0.1426785900258876,-0.8058047203037335,1.0015796930917111,0.999127241317151,1.4506621815840994,False,0,18,6,1,0,1,1,1,1,1,0,True,0.0,705902,225,-0.1636432711809887,0.0,96,-126.14791888018833,0.3,6,timing_first,"{""angular_momentum_error_ratio"": 0.3379465809556838, ""energy_error_ratio"": 1.0636054842326585, ""r_error_ratio"": -0.01999947035152435, ""vr_ratio"": 0.49041895876721375, ""vt_error_ratio"": 0.36525087535983536}","{""angular_momentum_error_ratio"": -0.004608813798745708, ""energy_error_ratio"": -0.009017107267170359, ""r_error_ratio"": -0.01999677232178737, ""vr_ratio"": 0.011918601783096543, ""vt_error_ratio"": 0.015701946777765503}",-0.1636432711809887,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,150.0,12000.0,1.0,True,True,True,True,-80.49851164523518,-3051.369756909111,-0.019133667779626447,-0.7252791884998071,-3681.29296875,False,0.6031837526262365,0.014364654403677601,False,3,114,148.345703125,755.0380859375,26.347138132160573,326,True,False,success,phase76_handoff,"{""phase76_handoff"": 114}","{""handoff_ready"": 209, ""insertion_window"": 68, ""intercept_possible_poor_alignment"": 49}",0.0,2.0133359507560395e-10,-0.13397459621556124,-1.0066672571051816e-10,0.34060435774997916,0.3252353379979766,1.0000000000000049,False,0,0,0,0,0,1,0,0,0,0,114,True,0.3496932515337423,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,2.9011167539992284,2.9011167539992284,2.9011167539992284,C_3x,1,C_3x,,114,,,-0.7252791884998071,,,,,
phase24_precision_insertion_geometry,1.02,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000207945.22168,170126484326.28125,2003.3783570709747,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.5949826592357413,-0.12535721577320472,-0.6256125947607882,0.5949318710010427,0.6255650702431684,0.966233028349279,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,150.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000204777.94336,394233377317.86523,1913.4274862819768,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.671004746308642,-0.11258803253505753,-1.1574769648215892,0.6709554765172211,1.1573463525313261,0.9395914607338702,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149327327594.18457,149327327594.18457,66.4834604759008,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 6, ""burn_b_timing_wait"": 60, ""coast_arc"": 1, ""phase76_handoff"": 99915}","{""insertion_window"": 99596, ""intercept_possible_poor_alignment"": 7, ""no_intercept_possible"": 397}",0.020408163265306076,0.9984938117914576,-0.04378221735089306,-0.7995982129286756,1.001639425106384,0.9994427004893924,1.4881393694525158,False,0,18,6,1,0,1,1,1,1,1,0,True,0.0,1363699,225,0.028611041614512778,0.0,60,-142.12798232763276,0.18,6,timing_first,"{""angular_momentum_error_ratio"": 0.437000946805927, ""energy_error_ratio"": 1.1737429976678926, ""r_error_ratio"": -0.019999725835098438, ""vr_ratio"": 0.25385749662898655, ""vt_error_ratio"": 0.46632708652092403}","{""angular_momentum_error_ratio"": 0.10694085118493345, ""energy_error_ratio"": 0.23508944049529154, ""r_error_ratio"": -0.019998891661978255, ""vr_ratio"": -0.008060934886771546, ""vt_error_ratio"": 0.12953020335067583}",0.028611041614512778,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.0,165.0,12000.0,1.0,True,True,True,True,-29.385295636110204,-3791.606204635221,-0.0069845823583089784,-0.9012257740911267,-579.7763671875,False,0.7293621181801756,0.02031839432766244,False,2,105,135.919921875,502.3330078125,21.192783332264064,318,True,False,success,phase76_handoff,"{""phase76_handoff"": 105}","{""handoff_ready"": 209, ""insertion_window"": 63, ""intercept_possible_poor_alignment"": 46}",2.104654818683916e-16,1.3396506758790487e-10,-0.034074173710931875,6.698273464708606e-11,0.3259054175294539,0.3132262829276735,1.0000000000000049,False,0,0,0,0,0,1,0,0,0,0,105,True,0.330188679245283,0,0,,0.0,,,,,,{},{},,True,,,,,,,,,,,,,,,,,3.604903096364507,3.604903096364507,3.604903096364507,outside_3x,0,outside_3x,,105,,,-0.9012257740911267,,,,,
phase24_precision_insertion_geometry,1.02,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,150000107640.30566,160380456647.33496,1029.6655733346424,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.681889445443471,-0.024462734730208335,-0.5248741722115695,0.6818303967699995,0.5248266330392679,0.9637353295947576,False,0,18,0,99982,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,1.05,165.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,375000106000.7754,384903140850.61426,980.1854391913504,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.8453702873813108,-0.010220561444707415,-1.055417207463039,0.8452991988716839,1.0552865575263188,0.9357297215169665,False,0,24,0,99976,0,1,0,0,0,0,0,False,0.0,,0,,0.0,,,,,,{},{},,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phase24_precision_insertion_geometry,0.98,170.0,12000.0,1.0,False,False,False,False,,,,,,False,,,False,0,,149330080194.87012,149330080194.87012,66.48066373053715,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 6, ""burn_b_timing_wait"": 60, ""coast_arc"": 1, ""phase76_handoff"": 99915}","{""insertion_window"": 99752, ""no_intercept_possible"": 248}",0.020408163265306496,0.9985049919627184,-0.025090063551973553,-1.20064185829273,1.0016702475212933,0.9994675424357219,1.4951659464547258,False,0,18,6,1,0,1,1,1,1,1,0,True,0.0,2032565,225,0.007337852432353936,0.0,60,-166.58812287963352,0.42,6,tangential_priority,"{""angular_momentum_error_ratio"": 0.45572505453876455, ""energy_error_ratio"": 1.1947052440680126, ""r_error_ratio"": -0.019999816056021746, ""vr_ratio"": 0.17031926563540006, ""vt_error_ratio"": 0.4854334503083941}","{""angular_momentum_error_ratio"": -0.01878204444112381, ""energy_error_ratio"": -0.03531876078498057, ""r_error_ratio"": -0.01999922709021367, ""vr_ratio"": 0.05486683247960595, ""vt_error_ratio"": 0.0012420221317538769}",0.007337852432353936,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
