controller,task_id,SR_ep,return,steps,r_err,v_err,align,fuel_used,violations,success,ended_by_max,ended_by_violation,target_radius,e,mass,thrust_limit
greedy_energy_rt,fixed_5,1.0,-271.04174924328476,951,0.0068482470014891335,0.007426123475401239,0.9878976049162705,1975120.890987546,0,True,0,0,237418598255.80325,0.10268232408752885,600.0,133.03957787420927
greedy_energy_rt,random_1,1.0,711.1364716842328,29678,0.017313185573820413,0.024321998971806338,0.9896500489860742,3173169.178174465,0,True,0,0,1457975683958.145,0.1880216301978353,1000.0,132.08127682310402
greedy_energy_rt,random_2,1.0,1234.110398271852,12550,0.01727726994115771,0.024290697194838916,0.9896508077563458,955844.3655806767,0,True,0,0,1413424573887.733,0.2625698437171548,600.0,125.32786143093742
greedy_energy_rt,random_3,1.0,267.2302036247937,4397,0.015947386966312878,0.022914301628653034,0.9895994913836189,1407557.0874683699,0,True,0,0,703622315928.3362,0.08148980571167419,720.0,148.10742252765067
greedy_energy_rt,random_4,0.0,-111.46031021425755,30000,0.11858818488029499,0.11624587007437104,0.9914729521226012,1571347.2413798494,0,False,1,0,5991267557469.553,0.3842844910122303,1000.0,107.56282478476281
greedy_energy_rt,random_5,1.0,-836.5348795403914,3149,0.012989875885391704,0.019838141058555612,0.9894824715337627,5439800.223527374,0,True,0,0,388382362441.1293,0.3524635688352662,720.0,149.9207188789868
greedy_energy_rt,random_6,0.0,-51.41447664379108,30000,0.0644182725772873,0.06792299784961674,0.9906774562591965,2827421.988747835,0,False,1,0,1907243014954.6758,0.11636251159890768,1000.0,133.13937702870956
greedy_energy_rt,random_7,1.0,1180.3889055758807,8482,0.017729826383404115,0.004358250954806703,0.9890429578346425,1044431.6111491682,0,True,0,0,2725800108139.789,0.1935483591218101,1000.0,144.86317551354398
greedy_energy_rt,random_8,0.0,-2069.379101703899,30000,0.18306767372250118,0.16980459822048136,0.9998188168632942,0.0,0,False,1,0,5545653511434.03,0.22362864842975358,600.0,117.90989177941147
greedy_energy_rt,random_9,0.0,4067.1978016287576,30000,0.04456736110568557,0.04047498350389282,0.9999965269001861,0.0,0,False,1,0,3309358096881.051,0.19291785443316437,600.0,133.0196664764633
greedy_energy_rt,random_10,0.0,1707.4045917300778,30000,0.08745756080148648,0.0671229584200234,0.9860622278927191,673130.9721830413,0,False,1,0,6170424186431.492,0.27438081156058747,720.0,100.71968679603856
greedy_energy_rt,random_11,1.0,-899.118262581873,1638,0.009035503096322972,0.01549533705385334,0.9892669786593585,5263985.969949882,0,True,0,0,265408917953.67142,0.24058251617357215,1000.0,121.37357825518663
greedy_energy_rt,random_12,1.0,-276.5885565779927,2517,0.014081505824171245,0.0027175064468601628,0.996733363675469,3480286.168180477,0,True,0,0,306889825861.0888,0.23372775537495577,1000.0,112.03970657569957
greedy_energy_rt,random_13,1.0,2054.0279941755407,15295,0.017780914725735664,0.02480640355485843,0.9896685140317467,975774.0942578748,0,True,0,0,3126079380354.77,0.10075919270722111,1000.0,111.85874537163048
greedy_energy_rt,random_14,1.0,-199.78479736740468,1625,0.00929266219154979,0.005627193356424257,0.985104657116371,1869321.475419844,0,True,0,0,298976868384.5676,0.02928940937410416,600.0,114.29392622613796
greedy_energy_rt,random_15,1.0,621.3260628386943,4532,0.017365391075192162,0.001648377038358606,0.9998802564762421,833527.310356348,0,True,0,0,348553105325.4543,0.10473042220161584,1000.0,147.00658030961029
greedy_energy_rt,random_16,0.0,-2262.1650763199686,30000,0.17908111772550744,0.14948992077329679,0.9820935376642775,836437.0782929673,0,False,1,0,6873343620547.339,0.28570029109169875,720.0,126.34165130393887
greedy_energy_rt,random_17,1.0,626.3997409294739,13412,0.016821074312197978,0.02382353992668128,0.9896348042381298,1816745.9053215152,0,True,0,0,1018930140980.4266,0.08895804914194567,600.0,148.36396091779847
greedy_energy_rt,random_18,0.0,-1587.8855758736638,30000,0.16690839475433505,0.1383572062764088,0.983637633009788,726109.0600763633,0,False,1,0,8597609192009.978,0.13587035216977653,720.0,120.17175392520292
greedy_energy_rt,random_19,0.0,1852.5706828818902,30000,0.08807897528206698,0.06773826076043754,0.9866022740457818,458213.5261957772,0,False,1,0,7653403129442.581,0.21390564526291753,720.0,122.70022021655512
greedy_energy_rt,random_20,1.0,584.3744492482155,10040,0.016672809962093513,0.02367058558817503,0.9896293456707426,1554273.0096548905,0,True,0,0,943640528195.7965,0.07169730692536813,600.0,149.5978241465076
