pos_x,pos_y,vel_x,vel_y,thrust_x,thrust_y
0.000000000000000000e+00,1.500000000000000000e+11,1.472243186433545816e+04,8.499999999999998181e+03,-1.199999999999999956e-01,0.000000000000000000e+00
5.299860069498715550e+07,1.500305998940927124e+11,1.472183352638532051e+04,8.499970581312574723e+03,-2.119570322415762474e-04,-5.999999625618458454e-01
1.059971975479195416e+08,1.500611889122389526e+11,1.472183245914788495e+04,8.496949485065746558e+03,-4.238187388101991222e-04,-5.999998503147119244e-01
1.589957867184992731e+08,1.500917670544839172e+11,1.472183032516103594e+04,8.493928401382605443e+03,-6.355959058281822945e-04,-5.999996633481093911e-01
2.119943643679916859e+08,1.501223343208742065e+11,1.472182712485900629e+04,8.490907330635089238e+03,-8.472870674992005182e-04,-5.999994017535561497e-01
2.649929266592516601e+08,1.501528907114577026e+11,1.472182285868332474e+04,8.487886273194670139e+03,-1.058891934386486976e-03,-5.999990656224984953e-01
3.179914697567287087e+08,1.501834362262836609e+11,1.472181752707695705e+04,8.484865229432347405e+03,-1.270410413191294142e-03,-5.999986550463110024e-01
3.709899898264686465e+08,1.502139708654026489e+11,1.472181113048332190e+04,8.481844199718656455e+03,-1.481842466721067317e-03,-5.999981701162961922e-01
4.239884830361142755e+08,1.502444946288665771e+11,1.472180366934601261e+04,8.478823184423659768e+03,-1.693188078881335259e-03,-5.999976109236847543e-01
4.769869455549055934e+08,1.502750075167286682e+11,1.472179514410869524e+04,8.475802183916954164e+03,-1.904447243006201183e-03,-5.999969775596362132e-01
5.299853735536798239e+08,1.503055095290435181e+11,1.472178555521505768e+04,8.472781198567668980e+03,-2.115619957190410273e-03,-5.999962701152372624e-01
5.829837632048714161e+08,1.503360006658670044e+11,1.472177490310878784e+04,8.469760228744466076e+03,-2.326706222167457608e-03,-5.999954886815030974e-01
6.359821106825122833e+08,1.503664809272563477e+11,1.472176318823355905e+04,8.466739274815539829e+03,-2.537706040248527851e-03,-5.999946333493768602e-01
6.889804121622312069e+08,1.503969503132700806e+11,1.472175041103302465e+04,8.463718337148620776e+03,-2.748619414751068014e-03,-5.999937042097299722e-01
7.419786638212541342e+08,1.504274088239680786e+11,1.472173657195080887e+04,8.460697416110971972e+03,-2.959446349672161577e-03,-5.999927013533609133e-01
7.949768618384039402e+08,1.504578564594115295e+11,1.472172167143050865e+04,8.457676512069390810e+03,-3.170186849492475246e-03,-5.999916248709971089e-01
8.479750023941004276e+08,1.504882932196629333e+11,1.472170570991568820e+04,8.454655625390209025e+03,-3.380840919053645661e-03,-5.999904748532930432e-01
9.009730816703599691e+08,1.505187191047861023e+11,1.472168868784987535e+04,8.451634756439296325e+03,-3.591408563478873731e-03,-5.999892513908313685e-01
9.539710958507956266e+08,1.505491341148461914e+11,1.472167060567656517e+04,8.448613905582054940e+03,-3.801889788119904110e-03,-5.999879545741221287e-01
1.006969041120616794e+09,1.505795382499096375e+11,1.472165146383921456e+04,8.445593073183425076e+03,-4.012284598520703995e-03,-5.999865844936037584e-01
1.059966913666629314e+09,1.506099315100442200e+11,1.472163126278124400e+04,8.442572259607881278e+03,-4.222593000391958347e-03,-5.999851412396419725e-01
1.112964709677235126e+09,1.506403138953190002e+11,1.472161000294603400e+04,8.439551465219437887e+03,-4.432814999592803694e-03,-5.999836249025296553e-01
1.165962425342432022e+09,1.506706854058043823e+11,1.472158768477692502e+04,8.436530690381645400e+03,-4.642950602117480730e-03,-5.999820355724880816e-01
1.218960056853814125e+09,1.507010460415720215e+11,1.472156430871721932e+04,8.433509935457590473e+03,-4.852999814085426009e-03,-5.999803733396654737e-01
1.271957600404570818e+09,1.507313958026949463e+11,1.472153987521017916e+04,8.430489200809899557e+03,-5.062962641733777941e-03,-5.999786382941382223e-01
1.324955052189487219e+09,1.507617346892474365e+11,1.472151438469902314e+04,8.427468486800735263e+03,-5.272839091411640061e-03,-5.999768305259095547e-01
1.377952408404944181e+09,1.507920627013050842e+11,1.472148783762692983e+04,8.424447793791801814e+03,-5.482629169575611514e-03,-5.999749501249105332e-01
1.430949665248917580e+09,1.508223798389447937e+11,1.472146023443703598e+04,8.421427122144341411e+03,-5.692332882786281176e-03,-5.999729971809993900e-01
1.483946818920978308e+09,1.508526861022447815e+11,1.472143157557243467e+04,8.418406472219134230e+03,-5.901950237705412203e-03,-5.999709717839618595e-01
1.536943865622292519e+09,1.508829814912845459e+11,1.472140186147617715e+04,8.415385844376502064e+03,-6.111481241093679080e-03,-5.999688740235111784e-01
1.589940801555621147e+09,1.509132660061448669e+11,1.472137109259126737e+04,8.412365238976308319e+03,-6.320925899808814939e-03,-5.999667039892871978e-01
1.642937622925319672e+09,1.509435396469078369e+11,1.472133926936066928e+04,8.409344656377954379e+03,-6.530284220804070255e-03,-5.999644617708581595e-01
1.695934325937337875e+09,1.509738024136568298e+11,1.472130639222729769e+04,8.406324096940383242e+03,-6.739556211126930887e-03,-5.999621474577183644e-01
1.748930906799220324e+09,1.510040543064765015e+11,1.472127246163402560e+04,8.403303561022081340e+03,-6.948741877918032141e-03,-5.999597611392900598e-01
1.801927361720105648e+09,1.510342953254528198e+11,1.472123747802368052e+04,8.400283048981074899e+03,-7.157841228410218547e-03,-5.999573029049224404e-01
1.854923686910726309e+09,1.510645254706730347e+11,1.472120144183904085e+04,8.397262561174935399e+03,-7.366854269927743289e-03,-5.999547728438916483e-01
1.907919878583408594e+09,1.510947447422257080e+11,1.472116435352283952e+04,8.394242097960772298e+03,-7.575781009885569975e-03,-5.999521710454011059e-01
1.960915932952072620e+09,1.511249531402006226e+11,1.472112621351776397e+04,8.391221659695242124e+03,-7.784621455788732526e-03,-5.999494975985812939e-01
2.013911846232231855e+09,1.511551506646888733e+11,1.472108702226645255e+04,8.388201246734543020e+03,-7.993375615231780931e-03,-5.999467525924895295e-01
2.066907614640993357e+09,1.511853373157828369e+11,1.472104678021149630e+04,8.385180859434418380e+03,-8.202043495898297260e-03,-5.999439361161102990e-01
2.119903234397056818e+09,1.512155130935761719e+11,1.472100548779543715e+04,8.382160498150155036e+03,-8.410625105560416009e-03,-5.999410482583549253e-01
2.172898701720715523e+09,1.512456779981638184e+11,1.472096314546076792e+04,8.379140163236583248e+03,-8.619120452078412112e-03,-5.999380891080616784e-01
2.225894012833855152e+09,1.512758320296419983e+11,1.472091975364993414e+04,8.376119855048080353e+03,-8.827529543400314954e-03,-5.999350587539957758e-01
2.278889163959954262e+09,1.513059751881081848e+11,1.472087531280532858e+04,8.373099573938567119e+03,-9.035852387561549293e-03,-5.999319572848492710e-01
2.331884151324083805e+09,1.513361074736611328e+11,1.472082982336929672e+04,8.370079320261513203e+03,-9.244088992684595246e-03,-5.999287847892409431e-01
2.384878971152906895e+09,1.513662288864008789e+11,1.472078328578412948e+04,8.367059094369931699e+03,-9.452239366978648291e-03,-5.999255413557162964e-01
2.437873619674678326e+09,1.513963394264287109e+11,1.472073570049207228e+04,8.364038896616382772e+03,-9.660303518739350379e-03,-5.999222270727480044e-01
2.490868093119245529e+09,1.514264390938471680e+11,1.472068706793531419e+04,8.361018727352973656e+03,-9.868281456348463807e-03,-5.999188420287350221e-01
2.543862387718047142e+09,1.514565278887601318e+11,1.472063738855599331e+04,8.357998586931360478e+03,-1.007617318827361448e-02,-5.999153863120030294e-01
2.596856499704113483e+09,1.514866058112726746e+11,1.472058666279619683e+04,8.354978475702744618e+03,-1.028397872306800222e-02,-5.999118600108048760e-01
2.649850425312066078e+09,1.515166728614911499e+11,1.472053489109795919e+04,8.351958394017878163e+03,-1.049169806937016655e-02,-5.999082632133193593e-01
2.702844160778117657e+09,1.515467290395231628e+11,1.472048207390326024e+04,8.348938342227060275e+03,-1.069933123590370745e-02,-5.999045960076521133e-01
