pos_x,pos_y,vel_x,vel_y,thrust_x,thrust_y
0.000000000000000000e+00,1.500000000000000000e+11,1.472243186433545816e+04,-8.499999999999998181e+03,-1.199999999999999956e-01,0.000000000000000000e+00
5.299860069498715550e+07,1.499693998940927124e+11,1.472183352638532051e+04,-8.500029418687421639e+03,2.120317612384766900e-04,5.999999625354422994e-01
1.059972051585313082e+08,1.499388104523173828e+11,1.472183457320670823e+04,-8.497067159811982492e+03,4.241587996422867940e-04,5.999998500744084806e-01
1.589958171608538926e+08,1.499082316746288147e+11,1.472183666731182711e+04,-8.494104913490436957e+03,6.363702730953340334e-04,5.999996625273014139e-01
2.119944404736461639e+08,1.498776635609804993e+11,1.472183980910896207e+04,-8.491142680089265923e+03,8.486675948230212397e-04,5.999993998024609754e-01
2.649930788700945675e+08,1.498471061113245850e+11,1.472184399901344659e+04,-8.488180459975377744e+03,1.061051001582287174e-03,5.999990618082432503e-01
3.179917361248850226e+08,1.498165593256119385e+11,1.472184923744179650e+04,-8.485218253516108234e+03,1.273520533879431106e-03,5.999986484530192010e-01
3.709904160142036676e+08,1.497860232037920532e+11,1.472185552481073319e+04,-8.482256061079224310e+03,1.486076176001103252e-03,5.999981596451768873e-01
4.239891223157365322e+08,1.497554977458131409e+11,1.472186286153690162e+04,-8.479293883032920348e+03,1.698717891021935249e-03,5.999975952931200229e-01
4.769878588086688519e+08,1.497249829516220703e+11,1.472187124803676306e+04,-8.476331719745816372e+03,1.911445632473654727e-03,5.999969553052698634e-01
5.299866292736844420e+08,1.496944788211643677e+11,1.472188068472655141e+04,-8.473369571586961683e+03,2.124259349012632900e-03,5.999962395900644285e-01
5.829854374929645061e+08,1.496639853543842468e+11,1.472189117202224770e+04,-8.470407438925833048e+03,2.337158986541417773e-03,5.999954480559595016e-01
6.359842872501869202e+08,1.496335025512245789e+11,1.472190271033956196e+04,-8.467445322132334695e+03,2.550144489269427339e-03,5.999945806114284075e-01
6.889831823305250406e+08,1.496030304116268921e+11,1.472191530009393318e+04,-8.464483221576800133e+03,2.763215800284019898e-03,5.999936371649627898e-01
7.419821265206469297e+08,1.495725689355314331e+11,1.472192894170051477e+04,-8.461521137629986697e+03,2.976372861876756728e-03,5.999926176250730547e-01
7.949811236087139845e+08,1.495421181228770447e+11,1.472194363557417819e+04,-8.458559070663082821e+03,3.189615615739101444e-03,5.999915219002880384e-01
8.479801773843802214e+08,1.495116779736012878e+11,1.472195938212950568e+04,-8.455597021047700764e+03,3.402944003084677673e-03,5.999903498991562278e-01
9.009792916387910843e+08,1.494812484876403198e+11,1.472197618178079028e+04,-8.452634989155882067e+03,3.616357964728319531e-03,5.999891015302452058e-01
9.539784701645823717e+08,1.494508296649290161e+11,1.472199403494203034e+04,-8.449672975360093915e+03,3.829857441138734796e-03,5.999877767021428721e-01
1.006977716755879283e+09,1.494204215054009094e+11,1.472201294202693134e+04,-8.446710980033232772e+03,4.043442372474477867e-03,5.999863753234572217e-01
1.059977035208295345e+09,1.493900240089881287e+11,1.472203290344890229e+04,-8.443749003548617111e+03,4.257112698609098918e-03,5.999848973028165666e-01
1.112976429318931103e+09,1.493596371756215210e+11,1.472205391962105750e+04,-8.440787046279996503e+03,4.470868359149060556e-03,5.999833425488703131e-01
1.165975902886373520e+09,1.493292610052305603e+11,1.472207599095621117e+04,-8.437825108601546162e+03,4.684709293446731766e-03,5.999817109702894058e-01
1.218975459710694313e+09,1.492988954977433777e+11,1.472209911786687917e+04,-8.434863190887865130e+03,4.898635440609953179e-03,5.999800024757657724e-01
1.271975103593449354e+09,1.492685406530867310e+11,1.472212330076527542e+04,-8.431901293513979908e+03,5.112646739509184995e-03,5.999782169740139892e-01
1.324974838337677240e+09,1.492381964711860657e+11,1.472214854006331370e+04,-8.428939416855344462e+03,5.326743128782882031e-03,5.999763543737702820e-01
1.377974667747898579e+09,1.492078629519654236e+11,1.472217483617260223e+04,-8.425977561287836579e+03,5.540924546841631028e-03,5.999744145837938580e-01
1.430974595630114555e+09,1.491775400953475342e+11,1.472220218950444905e+04,-8.423015727187759694e+03,5.755190931871306988e-03,5.999723975128669062e-01
1.483974625791805983e+09,1.491472279012537842e+11,1.472223060046985483e+04,-8.420053914931846521e+03,5.969542221835541680e-03,5.999703030697950412e-01
1.536974762041932344e+09,1.491169263696041565e+11,1.472226006947951646e+04,-8.417092124897251779e+03,6.183978354477647453e-03,5.999681311634071923e-01
1.589975008190930128e+09,1.490866355003172913e+11,1.472229059694381976e+04,-8.414130357461555832e+03,6.398499267322124706e-03,5.999658817025566027e-01
1.642975368050712347e+09,1.490563552933104858e+11,1.472232218327284500e+04,-8.411168613002764687e+03,6.613104897675863188e-03,5.999635545961207184e-01
1.695975845434667349e+09,1.490260857484996338e+11,1.472235482887636317e+04,-8.408206891899309994e+03,6.827795182629092623e-03,5.999611497530019655e-01
1.748976444157657146e+09,1.489958268657993164e+11,1.472238853416383608e+04,-8.405245194530049048e+03,7.042570059056101756e-03,5.999586670821276391e-01
1.801977168036016941e+09,1.489655786451227417e+11,1.472242329954441084e+04,-8.402283521274262966e+03,7.257429463615875861e-03,5.999561064924504583e-01
1.854978020887553930e+09,1.489353410863817139e+11,1.472245912542692531e+04,-8.399321872511656693e+03,7.472373332752528692e-03,5.999534678929491216e-01
1.907979006531545639e+09,1.489051141894866638e+11,1.472249601221990451e+04,-8.396360248622360814e+03,7.687401602695692789e-03,5.999507511926281955e-01
1.960980128788739204e+09,1.488748979543467102e+11,1.472253396033155514e+04,-8.393398649986931559e+03,7.902514209460803976e-03,5.999479563005187810e-01
2.013981391481350422e+09,1.488446923808695679e+11,1.472257297016977282e+04,-8.390437076986345346e+03,8.117711088849319939e-03,5.999450831256790684e-01
2.066982798433062077e+09,1.488144974689615479e+11,1.472261304214213487e+04,-8.387475530002007872e+03,8.332992176448891092e-03,5.999421315771940044e-01
2.119984353469023228e+09,1.487843132185276489e+11,1.472265417665590212e+04,-8.384514009415743203e+03,8.548357407633492416e-03,5.999391015641765135e-01
2.172986060415848255e+09,1.487541396294714661e+11,1.472269637411801705e+04,-8.381552515609804686e+03,8.763806717563502394e-03,5.999359929957671644e-01
2.225987923101614475e+09,1.487239767016951904e+11,1.472273963493510018e+04,-8.378591048966865856e+03,8.979340041185758514e-03,5.999328057811348369e-01
2.278989945355863094e+09,1.486938244350996704e+11,1.472278395951345556e+04,-8.375629609870024069e+03,9.194957313233607585e-03,5.999295398294768322e-01
2.331992131009595871e+09,1.486636828295843506e+11,1.472282934825906159e+04,-8.372668198702800510e+03,9.410658468226902260e-03,5.999261950500197615e-01
2.384994483895275116e+09,1.486335518850473022e+11,1.472287580157757839e+04,-8.369706815849140185e+03,9.626443440471987162e-03,5.999227713520194349e-01
2.437997007846822739e+09,1.486034316013851929e+11,1.472292331987434045e+04,-8.366745461693408288e+03,9.842312164061705823e-03,5.999192686447611944e-01
2.490999706699618340e+09,1.485733219784933472e+11,1.472297190355435669e+04,-8.363784136620395657e+03,1.005826457287533650e-02,5.999156868375604690e-01
2.544002584290498734e+09,1.485432230162656860e+11,1.472302155302231404e+04,-8.360822841015316953e+03,1.027430060057857308e-02,5.999120258397634409e-01
2.597005644457756042e+09,1.485131347145947266e+11,1.472307226868256839e+04,-8.357861575263805207e+03,1.049042018062343665e-02,5.999082855607462683e-01
2.650008891041137218e+09,1.484830570733716125e+11,1.472312405093915186e+04,-8.354900339751917272e+03,1.070662324624827542e-02,5.999044659099170840e-01
2.703012327881842136e+09,1.484529900924860840e+11,1.472317690019576730e+04,-8.351939134866133827e+03,1.092290973047762605e-02,5.999005667967148847e-01
2.756015958822523117e+09,1.484229337718265076e+11,1.472323081685578654e+04,-8.348977960993355737e+03,1.113927956612219272e-02,5.998965881306107528e-01
2.809019787707283020e+09,1.483928881112798462e+11,1.472328580132225034e+04,-8.346016818520905872e+03,1.135573268577874835e-02,5.998925298211081891e-01
2.862023818381675243e+09,1.483628531107316284e+11,1.472334185399787020e+04,-8.343055707836529109e+03,1.157226902183005300e-02,5.998883917777426689e-01
2.915028054692701340e+09,1.483328287700660400e+11,1.472339897528502479e+04,-8.340094629328392330e+03,1.178888850644477584e-02,5.998841739100828629e-01
2.968032500488810062e+09,1.483028150891658630e+11,1.472345716558575805e+04,-8.337133583385082602e+03,1.200559107157740495e-02,5.998798761277310820e-01
3.021037159619896412e+09,1.482728120679124451e+11,1.472351642530177924e+04,-8.334172570395609000e+03,1.222237664896816227e-02,5.998754983403228325e-01
3.074042035937300682e+09,1.482428197061857605e+11,1.472357675483446110e+04,-8.331211590749400784e+03,1.243924517014289438e-02,5.998710404575279265e-01
3.127047133293806076e+09,1.482128380038643494e+11,1.472363815458484351e+04,-8.328250644836305582e+03,1.265619656641301001e-02,5.998665023890501491e-01
3.180052455543639183e+09,1.481828669608253784e+11,1.472370062495362436e+04,-8.325289733046596666e+03,1.287323076887535341e-02,5.998618840446284795e-01
3.233058006542467594e+09,1.481529065769446106e+11,1.472376416634116504e+04,-8.322328855770963855e+03,1.309034770841212107e-02,5.998571853340366467e-01
3.286063790147398472e+09,1.481229568520963745e+11,1.472382877914748497e+04,-8.319368013400517157e+03,1.330754731569077504e-02,5.998524061670842400e-01
3.339069810216978550e+09,1.480930177861535950e+11,1.472389446377226704e+04,-8.316407206326788582e+03,1.352482952116393529e-02,5.998475464536163759e-01
3.392076070611192226e+09,1.480630893789877930e+11,1.472396122061484857e+04,-8.313446434941728512e+03,1.374219425506928091e-02,5.998426061035144752e-01
3.445082575191459656e+09,1.480331716304690857e+11,1.472402905007422487e+04,-8.310485699637707512e+03,1.395964144742945813e-02,5.998375850266962628e-01
3.498089327820636272e+09,1.480032645404661865e+11,1.472409795254904748e+04,-8.307525000807514516e+03,1.417717102805196930e-02,5.998324831331172113e-01
