pos_x,pos_y,vel_x,vel_y,thrust_x,thrust_y
0.000000000000000000e+00,1.500000000000000000e+11,1.560967381696465782e+04,6.733356022665666387e+03,-1.199999999999999956e-01,0.000000000000000000e+00
5.619267172445227206e+07,1.500242399757743225e+11,1.560907547901452017e+04,6.733326603978242929e+03,-2.247417766226045320e-04,-5.999999579092767377e-01
1.123853393751030117e+08,1.500484690755932617e+11,1.560907434740298231e+04,6.730305505261992039e+03,-4.493997298269346297e-04,-5.999998316998786940e-01
1.685779988796938062e+08,1.500726872994933472e+11,1.560907208460854963e+04,6.727284416690527905e+03,-6.739874422439450473e-04,-5.999996214506536640e-01
2.247706461672654748e+08,1.500968946475126038e+11,1.560906869099213509e+04,6.724263338686364477e+03,-8.985030313325136639e-04,-5.999993272432084801e-01
2.809632771681920290e+08,1.501210911196906128e+11,1.560906416692403582e+04,6.721242271671593699e+03,-1.122946099481206793e-03,-5.999989491591277702e-01
3.371558878141875267e+08,1.501452767160684509e+11,1.560905851277652800e+04,6.718221216067885507e+03,-1.347316496660753635e-03,-5.999984872799746238e-01
3.933484740383089781e+08,1.501694514366887207e+11,1.560905172892263363e+04,6.715200172296489654e+03,-1.571614143660001470e-03,-5.999979416872890381e-01
4.495410317749577165e+08,1.501936152815955200e+11,1.560904381573576757e+04,6.712179140778232977e+03,-1.795838987894802325e-03,-5.999973124625888055e-01
5.057335569598802924e+08,1.502177682508344727e+11,1.560903477358960299e+04,6.709158121933522125e+03,-2.019990988677550139e-03,-5.999965996873696250e-01
5.619260455301691294e+08,1.502419103444527283e+11,1.560902460285801317e+04,6.706137116182342652e+03,-2.244070111324909713e-03,-5.999958034431037701e-01
6.181184934242632389e+08,1.502660415624989319e+11,1.560901330391504234e+04,6.703116123944258106e+03,-2.468076324479440749e-03,-5.999949238112407546e-01
6.743108965819488764e+08,1.502901619050232239e+11,1.560900087713488574e+04,6.700095145638413669e+03,-2.692009598770341450e-03,-5.999939608732075547e-01
7.305032509443596601e+08,1.503142713720772705e+11,1.560898732289188229e+04,6.697074181683531606e+03,-2.915869906092234416e-03,-5.999929147104078320e-01
7.866955524539774656e+08,1.503383699637142639e+11,1.560897264156051097e+04,6.694053232497914905e+03,-3.139657219193004150e-03,-5.999917854042220444e-01
8.428877970546327829e+08,1.503624576799888611e+11,1.560895683351537991e+04,6.691032298499445460e+03,-3.363371511426426364e-03,-5.999905730360070022e-01
