pos_x,pos_y,vel_x,vel_y,thrust_x,thrust_y
0.000000000000000000e+00,1.500000000000000000e+11,1.697123869061156074e+04,9.884620914780898602e+02,-1.199999999999999956e-01,0.000000000000000000e+00
6.109430526958112419e+07,1.500035583576220398e+11,1.697064035266142309e+04,9.884326727906660608e+02,-2.444218126184947212e-04,-5.999999502149792052e-01
1.221886061086243987e+08,1.500071058392596436e+11,1.697063912195646481e+04,9.854115660038180522e+02,-4.887562650951704458e-04,-5.999998009310614222e-01
1.832828980881662667e+08,1.500106424449205933e+11,1.697063666098385511e+04,9.823904613746266250e+02,-7.330957707617106545e-04,-5.999995521419918543e-01
2.443771767791587412e+08,1.500141681746144714e+11,1.697063296972013268e+04,9.793693594095077515e+02,-9.774276173466578486e-04,-5.999992038621825285e-01
3.054714377526975274e+08,1.500176830283526917e+11,1.697062804820522069e+04,9.763482606148023706e+02,-1.221749194195056575e-03,-5.999987561061326247e-01
3.665656765800690055e+08,1.500211870061484680e+11,1.697062189649208085e+04,9.733271654967758195e+02,-1.466059574277610951e-03,-5.999982088884303622e-01
4.276598888327668905e+08,1.500246801080168762e+11,1.697061451463830235e+04,9.703060745616172653e+02,-1.710358311620712238e-03,-5.999975622237525563e-01
4.887540700825002193e+08,1.500281623339748230e+11,1.697060590270370813e+04,9.672849883154394774e+02,-1.954645140664062943e-03,-5.999968161268641742e-01
5.498482159011982679e+08,1.500316336840409851e+11,1.697059606074945987e+04,9.642639072642782594e+02,-2.198919876046640746e-03,-5.999959706126188896e-01
6.109423218610137701e+08,1.500350941582358704e+11,1.697058498883765060e+04,9.612428319140917665e+02,-2.443182372521176572e-03,-5.999950256959590833e-01
6.720363835343257189e+08,1.500385437565818481e+11,1.697057268703110822e+04,9.582217627707605061e+02,-2.687432506733524514e-03,-5.999939813919150655e-01
7.331303964937415123e+08,1.500419824791030579e+11,1.697055915539328998e+04,9.552007003400865415e+02,-2.931670168112431030e-03,-5.999928377156059645e-01
7.942243563120990992e+08,1.500454103258255310e+11,1.697054439398821341e+04,9.521796451277930373e+02,-3.175895253964070887e-03,-5.999915946822387269e-01
8.553182585624686480e+08,1.500488272967770386e+11,1.697052840288041625e+04,9.491585976395240323e+02,-3.420107666669003777e-03,-5.999902523071090066e-01
9.164120988181544542e+08,1.500522333919872131e+11,1.697051118213493464e+04,9.461375583808438705e+02,-3.664307312000382455e-03,-5.999888106056006087e-01
9.775058726526967287e+08,1.500556286114874878e+11,1.697049273181728495e+04,9.431165278572365196e+02,-3.908494098072894628e-03,-5.999872695931850464e-01
1.038599575639873147e+09,1.500590129553111572e+11,1.697047305199345647e+04,9.400955065741054568e+02,-4.152667934662710586e-03,-5.999856292854224282e-01
1.099693203353700876e+09,1.500623864234932861e+11,1.697045214272989324e+04,9.370744950367731008e+02,-4.396828732754168301e-03,-5.999838896979607927e-01
1.160786751368437529e+09,1.500657490160708008e+11,1.697043000409349770e+04,9.340534937504802429e+02,-4.640976404229635657e-03,-5.999820508465359969e-01
1.221880215258583307e+09,1.500691007330823975e+11,1.697040663615161975e+04,9.310325032203857063e+02,-4.885110861652471395e-03,-5.999801127469720496e-01
1.282973590598882675e+09,1.500724415745686340e+11,1.697038203897205676e+04,9.280115239515658914e+02,-5.129232018112025830e-03,-5.999780754151807782e-01
1.344066872964325666e+09,1.500757715405718384e+11,1.697035621262304994e+04,9.249905564490143206e+02,-5.373339787110956688e-03,-5.999759388671617177e-01
1.405160057930149555e+09,1.500790906311362305e+11,1.697032915717328433e+04,9.219696012176410704e+02,-5.617434082481964977e-03,-5.999737031190024439e-01
1.466253141071840286e+09,1.500823988463077698e+11,1.697030087269188152e+04,9.189486587622723164e+02,-5.861514818325395254e-03,-5.999713681868781290e-01
1.527346117965134621e+09,1.500856961861342773e+11,1.697027135924840331e+04,9.159277295876502194e+02,-6.105581908961840373e-03,-5.999689340870516530e-01
1.588438984186020851e+09,1.500889826506654053e+11,1.697024061691285169e+04,9.129068141984320164e+02,-6.349635268895695815e-03,-5.999664008358734923e-01
1.649531735310741186e+09,1.500922582399525757e+11,1.697020864575566156e+04,9.098859130991897928e+02,-6.593674812786868948e-03,-5.999637684497816092e-01
1.710624366915792942e+09,1.500955229540490417e+11,1.697017544584770803e+04,9.068650267944101415e+02,-6.837700455428571099e-03,-5.999610369453018954e-01
1.771716874577929974e+09,1.500987767930098877e+11,1.697014101726029912e+04,9.038441557884934809e+02,-7.081712111729712711e-03,-5.999582063390470621e-01
1.832809253874164581e+09,1.501020197568919983e+11,1.697010536006517577e+04,9.008233005857536000e+02,-7.325709696700878973e-03,-5.999552766477178611e-01
1.893901500381768942e+09,1.501052518457540894e+11,1.697006847433451912e+04,8.978024616904174309e+02,-7.569693125443015952e-03,-5.999522478881019749e-01
1.954993609678276300e+09,1.501084730596566772e+11,1.697003036014093595e+04,8.947816396066244806e+02,-7.813662313138285131e-03,-5.999491200770746824e-01
2.016085577341483116e+09,1.501116833986621094e+11,1.696999101755747324e+04,8.917608348384262626e+02,-8.057617175042578947e-03,-5.999458932315984150e-01
2.077177398949450493e+09,1.501148828628345032e+11,1.696995044665761088e+04,8.887400478897860694e+02,-8.301557626479418028e-03,-5.999425673687225347e-01
2.138269070080505371e+09,1.501180714522398682e+11,1.696990864751525805e+04,8.857192792645782902e+02,-8.545483582834878869e-03,-5.999391425055839999e-01
2.199360586313242435e+09,1.501212491669459534e+11,1.696986562020475685e+04,8.826985294665881838e+02,-8.789394959553416611e-03,-5.999356186594065887e-01
2.260451943226525784e+09,1.501244160070223389e+11,1.696982136480088229e+04,8.796777989995113103e+02,-9.033291672134366110e-03,-5.999319958475011205e-01
2.321543136399489403e+09,1.501275719725404663e+11,1.696977588137883868e+04,8.766570883669529621e+02,-9.277173636129027595e-03,-5.999282740872654562e-01
2.382634161411540985e+09,1.501307170635735168e+11,1.696972917001426686e+04,8.736363980724279372e+02,-9.521040767138227653e-03,-5.999244533961842762e-01
2.443725013842360497e+09,1.501338512801965332e+11,1.696968123078323697e+04,8.706157286193599703e+02,-9.764892980810251435e-03,-5.999205337918293024e-01
2.504815689271904469e+09,1.501369746224863586e+11,1.696963206376224844e+04,8.675950805110813917e+02,-1.000873019283909579e-02,-5.999165152918586319e-01
2.565906183280405998e+09,1.501400870905216675e+11,1.696958166902823359e+04,8.645744542508324457e+02,-1.025255231896300689e-02,-5.999123979140178475e-01
2.626996491448376656e+09,1.501431886843829041e+11,1.696953004665855406e+04,8.615538503417611764e+02,-1.049635927496322084e-02,-5.999081816761385744e-01
2.688086609356608391e+09,1.501462794041523438e+11,1.696947719673100437e+04,8.585332692869226321e+02,-1.074015097666293148e-02,-5.999038665961392569e-01
2.749176532586174011e+09,1.501493592499140625e+11,1.696942311932380471e+04,8.555127115892786378e+02,-1.098392733992633458e-02,-5.998994526920249371e-01
2.810266256718430042e+09,1.501524282217539673e+11,1.696936781451560455e+04,8.524921777516972270e+02,-1.122768828065790793e-02,-5.998949399818874761e-01
2.871355777335017681e+09,1.501554863197597656e+11,1.696931128238548990e+04,8.494716682769524141e+02,-1.147143371480174347e-02,-5.998903284839045558e-01
2.932445090017864227e+09,1.501585335440209656e+11,1.696925352301297244e+04,8.464511836677233987e+02,-1.171516355834098695e-02,-5.998856182163406769e-01
2.993534190349184990e+09,1.501615698946289062e+11,1.696919453647799310e+04,8.434307244265945656e+02,-1.195887772729737480e-02,-5.998808091975468271e-01
3.054623073911484241e+09,1.501645953716766968e+11,1.696913432286092211e+04,8.404102910560545752e+02,-1.220257613773082297e-02,-5.998759014459598138e-01
3.115711736287557602e+09,1.501676099752593079e+11,1.696907288224255535e+04,8.373898840584961363e+02,-1.244625870573909734e-02,-5.998708949801030421e-01
3.176800173060492516e+09,1.501706137054734802e+11,1.696901021470412525e+04,8.343695039362156649e+02,-1.268992534745753444e-02,-5.998657898185858484e-01
3.237888379813670635e+09,1.501736065624177551e+11,1.696894632032728259e+04,8.313491511914126022e+02,-1.293357597905881937e-02,-5.998605859801041662e-01
3.298976352130769253e+09,1.501765885461925354e+11,1.696888119919411838e+04,8.283288263261891871e+02,-1.317721051675273085e-02,-5.998552834834391945e-01
3.360064085595762730e+09,1.501795596568999634e+11,1.696881485138714197e+04,8.253085298425497740e+02,-1.342082887678605792e-02,-5.998498823474587294e-01
3.421151575792924404e+09,1.501825198946440430e+11,1.696874727698929200e+04,8.222882622424007195e+02,-1.366443097544242646e-02,-5.998443825911161653e-01
3.482238818306826591e+09,1.501854692595305481e+11,1.696867847608394004e+04,8.192680240275496999e+02,-1.390801672904220035e-02,-5.998387842334510500e-01
3.543325808722344398e+09,1.501884077516670532e+11,1.696860844875488328e+04,8.162478156997052565e+02,-1.415158605394241029e-02,-5.998330872935886404e-01
3.604412542624655247e+09,1.501913353711629944e+11,1.696853719508634094e+04,8.132276377604764548e+02,-1.439513886653669139e-02,-5.998272917907395696e-01
3.665499015599241734e+09,1.501942521181295471e+11,1.696846471516296515e+04,8.102074907113723157e+02,-1.463867508325525542e-02,-5.998213977442009570e-01
3.726585223231893063e+09,1.501971579926797485e+11,1.696839100906983731e+04,8.071873750538015884e+02,-1.488219462056483700e-02,-5.998154051733545211e-01
3.787671161108705997e+09,1.502000529949283752e+11,1.696831607689245720e+04,8.041672912890721818e+02,-1.512569739496874392e-02,-5.998093140976686888e-01
3.848756824816086292e+09,1.502029371249920959e+11,1.696823991871675753e+04,8.011472399183905964e+02,-1.536918332300679299e-02,-5.998031245366964859e-01
3.909842209940751076e+09,1.502058103829892883e+11,1.696816253462909663e+04,7.981272214428615825e+02,-1.561265232125538110e-02,-5.997968365100765364e-01
3.970927312069729805e+09,1.502086727690401917e+11,1.696808392471625848e+04,7.951072363634879139e+02,-1.585610430632748702e-02,-5.997904500375333958e-01
4.032012126790365219e+09,1.502115242832668457e+11,1.696800408906545272e+04,7.920872851811695909e+02,-1.609953919487269736e-02,-5.997839651388762183e-01
4.093096649690316677e+09,1.502143649257930603e+11,1.696792302776431461e+04,7.890673683967035004e+02,-1.634295690357728120e-02,-5.997773818339999785e-01
4.154180876357560158e+09,1.502171946967445068e+11,1.696784074090090508e+04,7.860474865107833011e+02,-1.658635734916421786e-02,-5.997707001428843610e-01
4.215264802380389690e+09,1.502200135962485962e+11,1.696775722856371067e+04,7.830276400239984014e+02,-1.682974044839325931e-02,-5.997639200855947594e-01
4.276348423347419739e+09,1.502228216244345703e+11,1.696767249084164359e+04,7.800078294368340721e+02,-1.707310611806099609e-02,-5.997570416822810557e-01
4.337431734847586632e+09,1.502256187814334717e+11,1.696758652782404170e+04,7.769880552496706514e+02,-1.731645427500092330e-02,-5.997500649531783967e-01
4.398514732470149040e+09,1.502284050673781433e+11,1.696749933960066483e+04,7.739683179627833169e+02,-1.755978483608352028e-02,-5.997429899186070834e-01
4.459597411804691315e+09,1.502311804824032288e+11,1.696741092626170212e+04,7.709486180763415177e+02,-1.780309771821632012e-02,-5.997358165989717937e-01
4.520679768441123009e+09,1.502339450266451416e+11,1.696732128789776471e+04,7.679289560904084055e+02,-1.804639283834400670e-02,-5.997285450147625818e-01
4.581761797969682693e+09,1.502366987002421570e+11,1.696723042459988937e+04,7.649093325049408350e+02,-1.828967011344847376e-02,-5.997211751865537677e-01
4.642843495980937004e+09,1.502394415033343201e+11,1.696713833645953491e+04,7.618897478197884539e+02,-1.853292946054893586e-02,-5.997137071350048254e-01
4.703924858065783501e+09,1.502421734360634460e+11,1.696704502356858575e+04,7.588702025346935898e+02,-1.877617079670201514e-02,-5.997061408808592731e-01
4.765005879815453529e+09,1.502448944985731812e+11,1.696695048601934832e+04,7.558506971492906814e+02,-1.901939403900183151e-02,-5.996984764449456717e-01
4.826086556821510315e+09,1.502476046910089722e+11,1.696685472390455470e+04,7.528312321631058239e+02,-1.926259910458009636e-02,-5.996907138481770705e-01
4.887166884675852776e+09,1.502503040135180359e+11,1.696675773731735899e+04,7.498118080755562005e+02,-1.950578591060622355e-02,-5.996828531115506733e-01
4.948246858970717430e+09,1.502529924662494202e+11,1.696665952635133726e+04,7.467924253859500823e+02,-1.974895437428740921e-02,-5.996748942561480611e-01
5.009326475298679352e+09,1.502556700493539429e+11,1.696656009110049490e+04,7.437730845934859190e+02,-1.999210441286874279e-02,-5.996668373031351917e-01
5.070405729252653122e+09,1.502583367629842529e+11,1.696645943165925200e+04,7.407537861972522251e+02,-2.023523594363332151e-02,-5.996586822737627331e-01
5.131484616425893784e+09,1.502609926072947693e+11,1.696635754812245432e+04,7.377345306962268978e+02,-2.047834888390235447e-02,-5.996504291893646199e-01
5.192563132412000656e+09,1.502636375824416809e+11,1.696625444058536959e+04,7.347153185892769898e+02,-2.072144315103523898e-02,-5.996420780713594967e-01
5.253641272804918289e+09,1.502662716885830383e+11,1.696615010914368759e+04,7.316961503751581404e+02,-2.096451866242970280e-02,-5.996336289412499410e-01
5.314719033198934555e+09,1.502688949258786316e+11,1.696604455389352370e+04,7.286770265525141212e+02,-2.120757533552191862e-02,-5.996250818206223521e-01
5.375796409188687325e+09,1.502715072944900513e+11,1.696593777493141170e+04,7.256579476198767225e+02,-2.145061308778655612e-02,-5.996164367311473953e-01
5.436873396369162560e+09,1.502741087945807190e+11,1.696582977235430735e+04,7.226389140756647294e+02,-2.169363183673695891e-02,-5.996076936945790026e-01
