pos_x,pos_y,vel_x,vel_y,thrust_x,thrust_y
0.000000000000000000e+00,1.500000000000000000e+11,1.628582170936331204e+04,-4.875654956088533254e+03,-5.000000000000000278e-02,0.000000000000000000e+00
5.862806064678271860e+07,1.499824475362507935e+11,1.628557240188408832e+04,-4.875684374775956712e+03,7.817418896070641701e-05,1.999999847219898763e-01
1.172561226553941667e+08,1.499648985565969849e+11,1.628557278016984856e+04,-4.874716570502065224e+03,1.563751904406452612e-04,1.999999388669902178e-01
1.758841873881153762e+08,1.499473530610130310e+11,1.628557353686700117e+04,-4.873748773323765818e+03,2.345925232053405361e-04,1.999998624158227933e-01
2.345122562074915171e+08,1.499298110494728699e+11,1.628557467204892419e+04,-4.872780983381145234e+03,3.128275782538028106e-04,1.999997553471161149e-01
2.931403304763569236e+08,1.499122725219499512e+11,1.628557618579594964e+04,-4.871813200814378433e+03,3.910806072059440299e-04,1.999996176395311687e-01
3.517684115578397512e+08,1.498947374784172058e+11,1.628557807818967194e+04,-4.870845425763726780e+03,4.693516717427115986e-04,1.999994492717623307e-01
4.103965008153629899e+08,1.498772059188470764e+11,1.628558034931200746e+04,-4.869877658369538040e+03,5.476407792404275636e-04,1.999992502225368673e-01
4.690245996126447320e+08,1.498596778432114868e+11,1.628558299924492167e+04,-4.868909898772248198e+03,6.259479166794061720e-04,1.999990204706153518e-01
5.276527093136979342e+08,1.498421532514818726e+11,1.628558602807032730e+04,-4.867942147112379644e+03,7.042730619468527556e-04,1.999987599947915251e-01
5.862808312828301191e+08,1.498246321436291504e+11,1.628558943587003887e+04,-4.866974403530540258e+03,7.826161883580497278e-04,1.999984687738926847e-01
6.449089668846428394e+08,1.498071145196237488e+11,1.628559322272575264e+04,-4.866006668167426142e+03,8.609772667114625605e-04,1.999981467867795182e-01
7.035371174840313196e+08,1.497896003794355469e+11,1.628559738871903028e+04,-4.865038941163818890e+03,9.393562663163146191e-04,1.999977940123464082e-01
7.621652844461839199e+08,1.497720897230339661e+11,1.628560193393129339e+04,-4.864071222660585590e+03,1.017753155545915921e-03,1.999974104295212662e-01
8.207934691365816593e+08,1.497545825503878784e+11,1.628560685844381806e+04,-4.863103512798680640e+03,1.096167902153871243e-03,1.999969960172659489e-01
8.794216729209975004e+08,1.497370788614656982e+11,1.628561216233773303e+04,-4.862135811719143021e+03,1.174600473463818318e-03,1.999965507545761190e-01
9.380498971654959917e+08,1.497195786562352600e+11,1.628561784569401607e+04,-4.861168119563099026e+03,1.253050836488035216e-03,1.999960746204814399e-01
9.966781432364325523e+08,1.497020819346639709e+11,1.628562390859349398e+04,-4.860200436471758621e+03,1.331518958004197090e-03,1.999955675940456590e-01
1.055306412500453234e+09,1.496845886967186584e+11,1.628563035111684076e+04,-4.859232762586419085e+03,1.410004804606566345e-03,1.999950296543666350e-01
1.113934706324493647e+09,1.496670989423656921e+11,1.628563717334457579e+04,-4.858265098048461368e+03,1.488508342741027982e-03,1.999944607805766161e-01
1.172563026075778961e+09,1.496496126715708923e+11,1.628564437535706566e+04,-4.857297442999351915e+03,1.567029538729630732e-03,1.999938609518421284e-01
