controller_name,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,success,capture_entered,lock_entered,crossing_occurs,crossing_vr,crossing_vt_error,crossing_vr_ratio,crossing_vt_error_ratio,crossing_radius_error,crossing_radius_error_ratio,sync_error_at_crossing,min_distance_to_recoverable,recoverable_crossing,near_recoverable_crossing,family_label,window_quality_label,family_quality_score,crossing_score,recoverability_score,near_miss,radius_crossings_total,first_crossing_step,minimum_abs_radius_error,final_radius_error,tail_mean_abs_vr,steps,terminated,truncated,termination_reason,dominant_transfer_stage,transfer_stage_counts_json,intercept_classification_counts_json,initial_energy_error_ratio,final_energy_error_ratio,initial_angular_momentum_error_ratio,final_angular_momentum_error_ratio,mean_energy_error_ratio,mean_angular_momentum_error_ratio,max_speed_ratio,overspeed,instability,turning_point_count,burn_a_steps,burn_b_steps,coast_arc_steps,safe_coast_steps,burn_a_count,burn_b_count,insertion_attempts,insertion_windows,successful_insertion_windows,good_windows,dead_windows,handoff_ready_count,handoff_entered,handoff_rate,predicted_crossing_step,burn_a_strategy,burn_a_end_step,burn_a_end_radius_ratio,burn_a_end_r_error_ratio,burn_a_end_vr_ratio,burn_a_end_vt_error_ratio,burn_a_end_energy_error_ratio,burn_a_end_angular_momentum_error_ratio,burn_a_end_eccentricity_proxy,burn_a_end_periapsis_ratio,burn_a_end_apoapsis_ratio,burn_a_end_orbit_crosses_target,burn_a_end_predicted_crossing_step,phase28_reference_family_label,phase28_reference_window_quality,endpoint_candidate_id,endpoint_duration,endpoint_norm,endpoint_radial_bias,endpoint_tangential_bias,endpoint_score,endpoint_preview_crossing,endpoint_preview_sync,endpoint_preview_distance,endpoint_preview_min_radius_error_ratio
phase30_phase29_best_baseline,1.05,175.0,8000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,374560446555.2363,374560446555.2363,44.31703730561255,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 24, ""burn_b"": 46, ""coast_arc"": 80, ""phase76_handoff"": 99850}","{""intercept_possible_good_alignment"": 3, ""intercept_possible_poor_alignment"": 99951, ""no_intercept_possible"": 46}",0.04761904761904765,0.887352324473998,0.020795802465610375,-1.1388442873001772,0.8861586500259174,0.998497735885336,1.0000170146444394,False,False,0,24,46,80,0,1,1,1,1,0,0,1,0,True,0.0,7008022,angular_momentum_targeted_burn_a,24,1.0500000968802075,0.050000096880207553,0.06666745328243559,-0.047619135492243635,0.006712131392194134,0.0,0.081927598476913,0.9242762652581865,1.089238711828168,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,150.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149442593421.47363,149442593421.47363,55.39604766296477,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99526, ""intercept_possible_poor_alignment"": 13, ""no_intercept_possible"": 461}",0.020408163265306076,1.013284830378576,-0.1426785900258876,-0.8379697114409538,1.0129809046953748,0.9993445485101267,1.1316961965152832,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,705902,angular_momentum_targeted_burn_a,18,0.9800004574678037,-0.019999542532196223,0.43745475565346686,0.02040768759617634,0.19178313827913518,6.479166654401484e-10,0.43793051644275804,0.6954438965310338,1.7791394668271328,True,815002,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.0,150.0,10000.0,1.0,True,True,True,True,-6.276680836972505,-4026.540150778171,-0.0014919024394221608,-0.9570671553015822,-547.65234375,7.30203125e-11,3.8282686212063286,3.828995307954149,False,False,crossing_bad_sync,no_window,8.585865689396837,0.7674440072415927,0.02644763969103196,False,1,413,80.015625,399.2158203125,22.040497429913927,630,True,False,success,phase76_handoff,"{""phase76_handoff"": 413}","{""handoff_ready"": 211, ""insertion_window"": 251, ""intercept_possible_poor_alignment"": 168}",0.0,1.0644565350620334e-10,-0.13397459621556124,-5.3222465417905946e-11,0.6430051106494269,0.6187930017814905,1.000000000000006,False,False,0,0,0,0,0,1,0,0,0,0,0,0,413,True,0.6555555555555556,0,angular_momentum_targeted_burn_a,,,,,,,,,,,,,crossing_bad_sync,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.02,150.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,150000207968.7754,167547731545.42676,1754.5120680394411,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.17438862150903678,-0.12535721577320472,1.1935572873824198e-10,0.17438732719005162,5.148245870094993e-06,1.0906192786268316,False,False,0,18,0,99982,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,18,1.0200004443022126,0.0200004443022125,0.4227043736158014,-0.019608270746714253,0.17906347063514558,-5.714340752856274e-10,0.42315891999740224,0.7026622148838846,1.733579721563222,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.05,150.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,375000204779.0176,390451732539.2119,1544.6160611269624,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.13723536990230548,-0.11258803253505753,-4.43687456144623e-15,0.13724331113922622,3.017008271779128e-06,1.064724909189125,False,False,0,24,0,99976,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,24,1.0500005567124753,0.05000055671247526,0.3722819288360792,-0.047619552573389116,0.14086145632523475,1.762073040117217e-14,0.3753151426803943,0.7271060784302164,1.6008071722609531,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,165.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149444729570.6582,149444729570.6582,55.39604766297488,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99526, ""intercept_possible_poor_alignment"": 13, ""no_intercept_possible"": 461}",0.020408163265306076,1.0132854232030182,-0.04378221735089306,-0.8379697579004981,1.0129586390635903,0.9993385672477788,1.053441288255989,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,1363699,angular_momentum_targeted_burn_a,18,0.9800002250302942,-0.01999977496970586,0.2118691997733101,0.02040792895644613,0.04530504137690188,1.356415937356419e-14,0.21284980943584594,0.824504396356524,1.2704055871260385,True,1682786,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.0,165.0,10000.0,1.0,True,True,True,True,-8.88966729674766,-3994.6531548940916,-0.0021129824297496515,-0.9494879445402064,-488.6103515625,6.5148046875e-11,3.7979517781608254,3.79942093563033,False,False,crossing_bad_sync,no_window,8.601024110919587,0.7621259346130128,0.026098185272395925,False,1,243,206.97265625,277.3115234375,17.30631244279581,460,True,False,success,phase76_handoff,"{""phase76_handoff"": 243}","{""handoff_ready"": 211, ""insertion_window"": 148, ""intercept_possible_poor_alignment"": 101}",2.104654818683916e-16,7.393778657325719e-11,-0.034074173710931875,-3.6968672685193056e-11,0.5219687416576904,0.504706529929417,1.0000000000000058,False,False,0,0,0,0,0,1,0,0,0,0,0,0,243,True,0.5282608695652173,0,angular_momentum_targeted_burn_a,,,,,,,,,,,,,near_recoverable_crossing,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.02,165.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,150000106980.71094,158537518397.33105,853.5146001598716,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.041584293814270486,-0.024462734730208335,1.0141427569019956e-14,0.041585925025020606,3.3376225541035175e-07,1.0133951939332155,False,False,0,18,0,99982,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,18,1.0200002185510302,0.020000218551030208,0.20568593893683917,-0.019608053201727954,0.042691181226509306,-9.254052656730708e-14,0.20661844357822118,0.8287624023335162,1.2604275860783851,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.05,165.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,375000104865.8799,382725984781.8086,772.077381237384,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.03603278261131157,-0.010220561444707415,6.0848565414119725e-15,0.0360360097083059,1.352667368252306e-07,0.9867598461521643,False,False,0,24,0,99976,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,24,1.0500002790305905,0.050000279030590365,0.18620507782813434,-0.047619300707951256,0.03693992880889586,-1.2676784461274944e-16,0.19219762956107495,0.8387871064365097,1.2379265481192423,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,170.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149445384029.8252,149445384029.8252,55.39604766297801,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99526, ""intercept_possible_poor_alignment"": 13, ""no_intercept_possible"": 461}",0.020408163265306496,1.013285604828599,-0.025090063551973553,-0.8379697721341856,1.012953696074497,0.999338087529145,1.0361159266077478,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,1396799,angular_momentum_targeted_burn_a,18,0.980000149618888,-0.01999985038111198,0.14081153963347207,0.020408007477231385,0.020244376463135993,-1.9015176691912415e-15,0.1422827342411574,0.8754400027453074,1.1658853563070957,True,2531979,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.0,170.0,10000.0,1.0,True,True,True,True,-627.8014830847948,-3075.3016548794985,-0.1492219516037754,-0.7309675543558039,-43366.4140625,5.782188541666666e-09,7.4610975801887705,8.013550658069029,False,False,crossing_bad_sync,no_window,6.769451209905615,0.7638403911913622,0.018126425876468198,False,1,3843,15013.0810546875,48971.787109375,233.64182222797018,4059,True,False,success,phase76_handoff,"{""phase76_handoff"": 3843}","{""handoff_ready"": 212, ""insertion_window"": 1791, ""intercept_possible_poor_alignment"": 2056}",2.104654818683916e-16,1.3059133116941239e-08,-0.015192246987791962,-6.529566633759087e-09,0.9258990373606751,0.919683014238784,1.000000000000005,False,False,0,0,0,0,0,1,0,0,0,0,0,0,3843,True,0.9467849223946785,0,angular_momentum_targeted_burn_a,,,,,,,,,,,,,crossing_bad_sync,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.02,170.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,150000071384.30664,155696032947.8545,569.3747291062701,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.018728295180834808,-0.005392923511594131,-1.2803552305887692e-14,0.018729195737243163,6.816645526025107e-08,0.9960543260000787,False,False,0,18,0,99982,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,18,1.0200001458310854,0.020000145831085416,0.13724668715160887,-0.019607983305506987,0.019221126143429322,1.4831837819691684e-14,0.13864027605064957,0.8782404952936577,1.1609551412678212,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.05,170.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,375000070357.1406,380181879175.1211,517.6789981448129,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.047619047619047436,0.01746665995425022,0.009127655905139585,8.87374912289246e-16,0.017468313080753164,1.2080238711261065e-07,0.9670851125186797,False,False,0,24,0,99976,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,24,1.0500001872085873,0.05000018720858737,0.12492963277711433,-0.04761921742272488,0.017875003013777133,-2.535356892254989e-16,0.13369743084209865,0.8820695652959272,1.154331102783246,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,175.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149446012053.83398,149446012053.83398,55.39604766298096,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99526, ""intercept_possible_poor_alignment"": 13, ""no_intercept_possible"": 461}",0.020408163265306287,1.0132857791181058,-0.013817563036137981,-0.837969785793482,1.0129506170273186,0.9993379024715963,1.026368401791337,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,1396805,angular_momentum_targeted_burn_a,18,0.9800000746728841,-0.019999925327115885,0.07027726662810976,0.020408085513454924,0.00535538415904367,5.070713784509978e-16,0.07318049028971245,0.9318097086633061,1.078958728774051,True,5073237,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.0,175.0,10000.0,1.0,True,True,True,True,-75.56244302967407,-3051.944929061562,-0.017960415068522723,-0.7254159010011462,-4019.8388671875,5.35978515625e-10,2.9016636040045847,3.037448426622083,False,True,near_recoverable_crossing,no_window,11.049168197997707,0.6018852194191227,0.016617452634956786,False,1,44,1625.736328125,2204.3291015625,8.84814968539807,260,True,False,success,phase76_handoff,"{""phase76_handoff"": 44}","{""handoff_ready"": 212, ""insertion_window"": 27, ""intercept_possible_poor_alignment"": 21}",2.104654818683916e-16,5.878098861721584e-10,-0.0038053019082545138,-2.9390490934242894e-10,0.172384283833011,0.1599501633935743,1.0000000000000058,False,False,0,0,0,0,0,1,0,0,0,0,0,0,44,True,0.16923076923076924,0,angular_momentum_targeted_burn_a,,,,,,,,,,,,,near_recoverable_crossing,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.02,175.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149449929256.94434,149449929256.94434,55.40720305762873,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 80, ""phase76_handoff"": 99856}","{""insertion_window"": 99427, ""intercept_possible_good_alignment"": 2, ""intercept_possible_poor_alignment"": 571}",0.019607843137254777,0.9341670459737357,0.006107327294770394,-1.1656483333361367,0.9323838346550776,0.9985456837976151,1.0000027225354753,False,False,0,18,46,80,0,1,1,1,1,1,0,1,0,True,0.0,1396841,angular_momentum_targeted_burn_a,18,1.0200000731940515,0.02000007319405143,0.06888546540190382,-0.019607913489103734,0.00512967761499999,-1.6986891178108425e-14,0.07162176774580338,0.9331650682157228,1.0771471855515877,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.05,175.0,10000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,374449840974.22656,374449840974.22656,55.403941671108434,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 24, ""burn_b"": 46, ""coast_arc"": 80, ""phase76_handoff"": 99850}","{""intercept_possible_good_alignment"": 3, ""intercept_possible_poor_alignment"": 99951, ""no_intercept_possible"": 46}",0.04761904761904765,0.8797195935173727,0.020795802465610375,-1.165798408851657,0.876413310590825,0.9984993611605292,1.000017014503885,False,False,0,24,46,80,0,1,1,1,1,0,0,1,0,True,0.0,3496793,angular_momentum_targeted_burn_a,24,1.050000093961814,0.05000009396181393,0.06270339752689605,-0.04761913284517528,0.0061992978743416844,-2.535356892254989e-16,0.07873562011149876,0.9270111984404843,1.085464739362904,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,150.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149331690883.30762,149331690883.30762,66.48041404775374,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99904, ""no_intercept_possible"": 96}",0.020408163265306076,0.9985336854637406,-0.1426785900258876,-1.200595413244669,1.0010619043590345,0.9993454478059142,1.130450960948425,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,705902,angular_momentum_targeted_burn_a,18,0.9800004488518206,-0.019999551148179428,0.41886245047889414,0.020407494774235844,0.17586181600006953,-1.971094871308847e-07,0.41935920270210714,0.7045430105904931,1.7222344871988442,True,851178,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.0,150.0,12000.0,1.0,True,True,True,True,-80.49851164523518,-3051.369756909111,-0.019133667779626447,-0.7252791884998071,-3681.29296875,4.908390625e-10,2.9011167539992284,3.0547866581952734,False,True,near_recoverable_crossing,no_window,11.049441623000385,0.6031837526262365,0.014364654403677601,False,3,114,148.345703125,755.0380859375,26.347138132160573,326,True,False,success,phase76_handoff,"{""phase76_handoff"": 114}","{""handoff_ready"": 209, ""insertion_window"": 68, ""intercept_possible_poor_alignment"": 49}",0.0,2.0133359507560395e-10,-0.13397459621556124,-1.0066672571051816e-10,0.34060435774997916,0.3252353379979766,1.0000000000000049,False,False,0,0,0,0,0,1,0,0,0,0,0,0,114,True,0.3496932515337423,0,angular_momentum_targeted_burn_a,,,,,,,,,,,,,near_recoverable_crossing,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.02,150.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,150000207905.38477,166748151516.2373,1674.5477811351725,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.1588928242814449,-0.12535721577320472,-1.4107099460112676e-08,0.15889431925426847,4.3910081181448765e-06,1.0922888153156627,False,False,0,18,0,99982,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,18,1.020000435464427,0.020000435464427084,0.4045234070763274,-0.01960823100056963,0.1640237309782498,3.130515899256288e-08,0.4049983686849974,0.7117446431957533,1.6806677662382812,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.05,150.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,375000204677.08984,389484724469.31055,1447.9061556192942,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.12087373475369853,-0.11258803253505753,6.351992899150284e-09,0.12088396817876855,2.7824895258592396e-06,1.071081001006248,False,False,0,24,0,99976,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,24,1.0500005401053434,0.05000054010534336,0.3499218630723955,-0.047619549773678674,0.12471290724987313,-1.2876592515221755e-08,0.3531471786540329,0.7390178910482664,1.5459466840788012,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,165.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149333723881.96484,149333723881.96484,66.48041404408217,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99904, ""no_intercept_possible"": 96}",0.020408163265306076,0.9985342502886493,-0.04378221735089306,-1.2005953570128054,1.0010392721622576,0.9993403927890171,1.0528140663400167,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,1363699,angular_momentum_targeted_burn_a,18,0.9800002202937977,-0.019999779706202214,0.20283528937705622,0.02040793696532535,0.04155864466205455,3.015558558361868e-09,0.2038593605444265,0.8306618188181739,1.2560594905881821,True,1757735,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.0,165.0,12000.0,1.0,True,True,True,True,-29.385295636110204,-3791.606204635221,-0.0069845823583089784,-0.9012257740911267,-579.7763671875,7.7303515625e-11,3.604903096364507,3.621779577911722,False,False,crossing_bad_sync,no_window,8.697548451817747,0.7293621181801756,0.02031839432766244,False,2,105,135.919921875,502.3330078125,21.192783332264064,318,True,False,success,phase76_handoff,"{""phase76_handoff"": 105}","{""handoff_ready"": 209, ""insertion_window"": 63, ""intercept_possible_poor_alignment"": 46}",2.104654818683916e-16,1.3396506758790487e-10,-0.034074173710931875,6.698273464708606e-11,0.3259054175294539,0.3132262829276735,1.0000000000000049,False,False,0,0,0,0,0,1,0,0,0,0,0,0,105,True,0.330188679245283,0,angular_momentum_targeted_burn_a,,,,,,,,,,,,,crossing_bad_sync,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.02,165.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,150000106813.5293,158145519895.82227,814.3119897125266,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.019607843137254777,0.03788837140084048,-0.024462734730208335,4.651509889570327e-09,0.03789036220941205,3.142550714360495e-07,1.0132620238495988,False,False,0,18,0,99982,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,18,1.0200002137936643,0.020000213793664453,0.1967685566579022,-0.019608058748786322,0.03910232061757225,-1.0322176331064928e-08,0.1977431173383359,0.8349035489161316,1.2464835154021079,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.05,165.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,375000104586.01074,382245767304.3457,724.0511885414967,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.04761904761904765,0.03196784334634535,-0.010220561444707415,-4.406407177672002e-10,0.03197146712839093,2.021477224325837e-07,0.9889366391605047,False,False,0,24,0,99976,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,24,1.0500002706875675,0.05000027068756745,0.17510461444781472,-0.04761929228986775,0.032929224700545365,8.932559261365207e-10,0.1814641093243015,0.8464074311647335,1.2216935300919003,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,170.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149334358550.09863,149334358550.09863,66.48041404293573,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99904, ""no_intercept_possible"": 96}",0.020408163265306496,0.9985344266176184,-0.025090063551973553,-1.2005953394581113,1.0010344038980896,0.999339992560873,1.0366062846099975,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,2032565,angular_momentum_targeted_burn_a,18,0.9800001463669534,-0.019999853633046613,0.13471128603796623,0.020408009180365307,0.01856361405893253,-1.6492305164673336e-09,0.13624836621465303,0.8800892713562108,1.1577402086281336,True,2646638,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.0,170.0,12000.0,1.0,True,True,True,True,-30.099257367256808,-2552.5823086070577,-0.007154283714171683,-0.6067225452351612,-1052.3896484375,1.4031861979166667e-10,2.426890180940645,2.4531113690583384,False,True,near_recoverable_crossing,no_window,11.286554909529677,0.49396317678545365,0.010598707260321274,False,6,1010,10.53125,67.607421875,14.814055285645287,1222,True,False,success,phase76_handoff,"{""phase76_handoff"": 1010}","{""handoff_ready"": 209, ""insertion_window"": 560, ""intercept_possible_poor_alignment"": 453}",2.104654818683916e-16,1.8038365054494238e-11,-0.015192246987791962,9.019278608507897e-12,0.7941505641062065,0.769303524146656,1.0000000000000049,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1010,True,0.8265139116202946,0,angular_momentum_targeted_burn_a,,,,,,,,,,,,,near_recoverable_crossing,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.02,170.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,150000071193.79297,155428443799.4629,542.6139939737651,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}","{""intercept_possible_poor_alignment"": 100000}",0.01960784313725499,0.017045734141340408,-0.005392923511594131,-3.166738974186607e-09,0.017046778625938553,1.0133198229108201e-07,0.9972370185887566,False,False,0,18,0,99982,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,18,1.0200001424986311,0.02000014249863112,0.1311509909826595,-0.01960797321290768,0.017585068828379322,7.027355943859694e-09,0.13260865364228921,0.8829175115684229,1.1528821658803055,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,1.05,170.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,dead_geometry,no_window,0.0,,,False,0,,375000070169.3701,379859689261.5244,485.45702490399555,100000,False,True,max_steps,coast_arc,"{""burn_a"": 24, ""coast_arc"": 99976}","{""intercept_possible_poor_alignment"": 100000}",0.047619047619047436,0.01563686777795611,0.009127655905139585,3.935155321394783e-10,0.015638666198667828,1.8053164782445053e-07,0.9685083234095384,False,False,0,24,0,99976,0,1,0,0,0,0,0,0,0,False,0.0,,angular_momentum_targeted_burn_a,24,1.0500001816110445,0.0500001816110444,0.11748205426470429,-0.04761921310533846,0.016069621011529495,-7.977359749172802e-10,0.12676601508828395,0.8874957045329205,1.1451684378793707,True,,dead_geometry,no_window,,,,,,,,,,
phase30_phase29_best_baseline,0.98,175.0,12000.0,1.0,False,False,False,False,,,,,,,,,False,False,window_no_crossing,dead_window_no_crossing,0.0,,,False,0,,149334964940.35645,149334964940.35645,66.48041404184066,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}","{""insertion_window"": 99904, ""no_intercept_possible"": 96}",0.020408163265306287,0.9985345950901833,-0.013817563036137981,-1.2005953226856214,1.0010314354211056,0.9993398881060995,1.0296123391004426,False,False,0,18,46,1,0,1,1,1,1,1,0,1,0,True,0.0,4049661,angular_momentum_targeted_burn_a,18,0.9800000729664988,-0.01999992703350117,0.06715596173709162,0.02040808914305988,0.004926417005027412,1.8158043516633986e-09,0.07018841351184409,0.9344149039607794,1.0754867095263356,True,5309034,dead_geometry,no_window,,,,,,,,,,
