controller_name,post_cross_mode,r0_over_target,initial_velocity_angle_deg,thrust_scale,target_radius_scale,crossing_occurs,crossing_step,crossing_sync,crossing_distance_to_recoverable,crossing_vr_ratio,crossing_vt_error_ratio,best_post_cross_step,best_post_cross_sync,best_distance_to_recoverable,best_post_cross_r_error_ratio,best_post_cross_vr_ratio,best_post_cross_vt_error_ratio,recoverable_state,recoverable_crossing,capture_entered,lock_entered,success,post_cross_duration,actual_post_cross_steps,control_smoothness,mean_post_cross_control_norm,max_post_cross_control_norm,radius_crossings_total,minimum_abs_radius_error,tail_mean_abs_vr,steps,terminated,truncated,termination_reason,dominant_stage,stage_counts_json,max_speed_ratio,overspeed,near_miss
phase34_post_cross_sync,sync_balanced,1.02,170.0,8000.0,1.0,False,,,,,,100000,8.374839464612135,11.858075118682493,0.02093709866153034,0.16551380303161406,-0.3525764081481217,False,False,False,False,False,520,0,0.0,0.0,0.0,0,150000072257.99902,696.6677659893638,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9722241532219635,False,False
phase34_post_cross_sync,sync_balanced,0.98,175.0,8000.0,1.0,False,,,,,,100000,7.97634399087901,8.72381196822559,-0.019940859977197526,0.014300075479715652,-0.8650000505531211,False,False,False,False,False,520,0,0.0,0.0,0.0,0,149556449828.98145,44.324188966674576,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.3361986501889813,False,False
phase34_post_cross_sync,sync_balanced,1.0,175.0,8000.0,1.0,True,4458,3.9336938343747194,3.9337006255506934,-0.00014619009574502308,-0.9834234585936799,4602,0.9938013731775474,0.9938013731823754,1.2428385416666666e-11,-6.195554144642701e-08,-0.24845034329438684,True,True,True,True,True,520,144,1.2199961392479867e-06,0.01998855534915977,0.021,2,11.5390625,2.5031194059373854,4818,True,False,success,phase76_handoff,"{""capture"": 11, ""lock"": 205, ""phase76_handoff"": 4458, ""post_cross_sync_balanced"": 144}",1.0000000000000073,False,False
phase34_post_cross_sync,sync_balanced,1.02,175.0,8000.0,1.0,False,,,,,,100000,8.186504103227188,9.248438132055265,0.02046626025806797,0.08161871712335189,-0.34102061779164794,False,False,False,False,False,520,0,0.0,0.0,0.0,0,150000036266.99902,343.6989150753124,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9720374749698517,False,False
phase34_post_cross_sync,sync_balanced,0.98,150.0,10000.0,1.0,False,,,,,,100000,7.970254077744948,8.647731251747494,-0.01992563519436237,0.006674562441768901,-0.8346755087745041,False,False,False,False,False,520,0,0.0,0.0,0.0,0,149442263957.71777,55.396047662963205,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.374876627303795,False,False
phase34_post_cross_sync,sync_balanced,1.0,150.0,10000.0,1.0,True,868,3.0938141524559413,3.3184483917248695,-0.024003447407442688,-0.7734535381139853,947,0.9928188687798188,0.9928188905696718,-7.090719791666667e-09,4.15974568277983e-06,-0.2482047171949547,True,True,True,True,True,520,79,8.06667130503075e-07,0.020500412889473154,0.021,1,2310.8662109375,13.636149673886361,1159,True,False,success,phase76_handoff,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 868, ""post_cross_sync_balanced"": 79}",1.000000000000005,False,False
phase34_post_cross_sync,sync_balanced,1.02,150.0,10000.0,1.0,False,,,,,,100000,23.93995187603564,25.698914646165928,0.0226978337374431,0.4787990375207128,-0.5523955299648045,False,False,False,False,False,520,0,0.0,0.0,0.0,0,150000208001.97266,2014.8353784766816,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.970206527515042,False,False
phase34_post_cross_sync,sync_balanced,0.98,165.0,10000.0,1.0,False,,,,,,100000,7.9703722353456765,8.647840152010238,-0.019925930588364192,0.0066745625576575965,-0.8346755081097014,False,False,False,False,False,520,0,0.0,0.0,0.0,0,149444479412.73145,55.39604766297371,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.407866913416998,False,False
phase34_post_cross_sync,sync_balanced,1.0,165.0,10000.0,1.0,True,389,2.752643422392163,2.8547543831261937,-0.015133760631638968,-0.6881608555980407,454,0.9971653181691178,0.9971653295149302,-3.2334131510416666e-09,-3.008363581112385e-06,-0.24929132954227945,True,True,True,True,True,520,65,5.393370107699405e-07,0.020672385654977594,0.021,1,1938.96875,12.10812196476874,666,True,False,success,phase76_handoff,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 389, ""post_cross_sync_balanced"": 65}",1.0000000000000056,False,False
phase34_post_cross_sync,sync_balanced,1.02,165.0,10000.0,1.0,False,,,,,,100000,12.315828847845541,15.105817536665972,0.021392211662753256,0.24631657695691084,-0.4531699508583222,False,False,False,False,False,520,0,0.0,0.0,0.0,0,150000107669.6914,1036.6874215977077,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9681341043581951,False,False
phase34_post_cross_sync,sync_balanced,0.98,170.0,10000.0,1.0,False,,,,,,100000,7.970411585391562,8.647876419137122,-0.019926028963478906,0.0066745625962456746,-0.8346755078882389,False,False,False,False,False,520,0,0.0,0.0,0.0,0,149445217226.0918,55.39604766297721,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.4140588231546323,False,False
phase34_post_cross_sync,sync_balanced,1.0,170.0,10000.0,1.0,True,248,3.7095654711820134,3.7105918780553617,-0.0017454054548535242,-0.9273913677955034,358,0.9753243458054105,0.9753243458124782,-1.74061328125e-10,-7.424738359935827e-08,-0.24383108645135262,True,True,True,True,True,520,110,1.6003456948007436e-06,0.019680816223410242,0.021,1,177.8046875,8.88702930088611,570,True,False,success,phase76_handoff,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 248, ""post_cross_sync_balanced"": 110}",1.000000000000006,False,False
phase34_post_cross_sync,sync_balanced,1.02,170.0,10000.0,1.0,False,,,,,,100000,8.3723738688075,11.852040672534082,0.02093093467201875,0.16414235461975824,-0.4342696781677884,False,False,False,False,False,520,0,0.0,0.0,0.0,0,150000072238.28223,690.9551264900366,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9677447593910704,False,False
phase34_post_cross_sync,sync_balanced,0.98,175.0,10000.0,1.0,False,,,,,,100000,7.970449843717916,8.647911680102615,-0.01992612460929479,0.006674562633733219,-0.8346755076732372,False,False,False,False,False,520,0,0.0,0.0,0.0,0,149445934569.71094,55.39604766298058,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.4177865926601643,False,False
phase34_post_cross_sync,sync_balanced,1.0,175.0,10000.0,1.0,True,182,3.693346796891048,3.6937519207248406,-0.0010941096385804379,-0.923336699222762,291,0.9865231991139141,0.9865231991188443,-7.14234375e-11,-6.237574300570677e-08,-0.24663079977847852,True,True,True,True,True,520,109,1.615313322216101e-06,0.019665713611513213,0.021,1,37.681640625,4.494965488730923,503,True,False,success,lock,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 182, ""post_cross_sync_balanced"": 109}",1.0000000000000058,False,False
phase34_post_cross_sync,sync_balanced,1.02,175.0,10000.0,1.0,False,,,,,,100000,8.18495007494703,9.279726061515845,0.020462375187367578,0.08064824304715694,-0.422755860464827,False,False,False,False,False,520,0,0.0,0.0,0.0,0,150000036257.10254,339.6743835014483,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9675103243982137,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,150.0,8000.0,1.0,False,,,,,,100000,7.976143165121146,8.72362835422565,-0.019940357912802863,0.014300076248037872,-0.8650000513147283,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149552684346.02148,44.324188967479536,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.2998219393460562,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,150.0,8000.0,1.0,True,1716,3.000745803957997,3.078230071647359,-0.013726252132647544,-0.7501864509894992,1812,0.9844286898058914,0.9844286909444664,-9.35385e-09,9.439687892954049e-07,-0.24610717245147284,True,True,True,True,True,560,96,4.1058084758331885e-08,0.01997420143014406,0.020000000000000004,1,1161.72265625,10.058785806278674,2028,True,False,success,phase76_handoff,"{""capture"": 11, ""lock"": 205, ""phase76_handoff"": 1716, ""post_cross_vt_priority_then_sync"": 96}",1.000000000000006,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,150.0,8000.0,1.0,False,,,,,,100000,24.080776187650365,25.806354047525538,0.022712403407792577,0.4816155237530073,-0.47087713745199994,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000208058.7246,2026.6388578588494,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9741850063012878,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,165.0,8000.0,1.0,False,,,,,,100000,7.976264727244375,8.723739497784022,-0.01994066181811094,0.014300075782831687,-0.8650000508535897,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149554963635.83203,44.324188966992175,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.3277791329177384,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,165.0,8000.0,1.0,True,893,3.199443523809586,3.2157375309180525,-0.006466189162337594,-0.7998608809523965,998,0.9886545467815815,0.9886545467905015,-4.2470764322916665e-09,7.681531438071032e-08,-0.24716363669539537,True,True,True,True,True,560,105,9.400427398912415e-09,0.019994103538806433,0.02,1,547.212890625,13.676293549809536,1214,True,False,success,phase76_handoff,"{""capture"": 11, ""lock"": 205, ""phase76_handoff"": 893, ""post_cross_vt_priority_then_sync"": 105}",1.0000000000000069,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,165.0,8000.0,1.0,False,,,,,,100000,12.403800504358593,15.143989237594258,0.02140060030893216,0.24807601008717187,-0.3715198601031878,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000107699.07715,1044.0342145911768,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9725342061045669,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,170.0,8000.0,1.0,False,,,,,,100000,7.9763049828761465,8.723776303341303,-0.019940762457190366,0.014300075628899494,-0.8650000507010032,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149555718428.92773,44.32418896683088,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.3330339359186443,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,170.0,8000.0,1.0,True,182,2.9687569948066055,3.0397377531121297,-0.013061202295072412,-0.7421892487016514,276,0.9939513795896774,0.9939513804734978,-8.668061848958334e-09,8.354466097304331e-07,-0.24848784489741935,True,True,True,True,True,560,94,3.7645939947489654e-08,0.019976359452343332,0.02,1,2685.416015625,13.967533352099684,492,True,False,success,lock,"{""capture"": 11, ""lock"": 205, ""phase76_handoff"": 182, ""post_cross_vt_priority_then_sync"": 94}",1.000000000000006,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,170.0,8000.0,1.0,False,,,,,,100000,8.374839464612135,11.858075118682493,0.02093709866153034,0.16551380303161406,-0.3525764081481217,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000072257.99902,696.6677659893638,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9722241532219635,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,175.0,8000.0,1.0,False,,,,,,100000,7.97634399087901,8.72381196822559,-0.019940859977197526,0.014300075479715652,-0.8650000505531211,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149556449828.98145,44.324188966674576,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.3361986501889813,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,175.0,8000.0,1.0,True,4458,3.9336938343747194,3.9337006255506934,-0.00014619009574502308,-0.9834234585936799,4609,0.9863079357286348,0.986307935809905,5.3554166666666667e-11,-2.5323044219120907e-07,-0.2465769839321587,True,True,True,True,True,560,151,1.0549244768061722e-06,0.01908137199814614,0.020000000000000004,2,9.5947265625,2.4999916161683955,4825,True,False,success,phase76_handoff,"{""capture"": 11, ""lock"": 205, ""phase76_handoff"": 4458, ""post_cross_vt_priority_then_sync"": 151}",1.0000000000000075,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,175.0,8000.0,1.0,False,,,,,,100000,8.186504103227188,9.248438132055265,0.02046626025806797,0.08161871712335189,-0.34102061779164794,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000036266.99902,343.6989150753124,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9720374749698517,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,150.0,10000.0,1.0,False,,,,,,100000,7.970254077744948,8.647731251747494,-0.01992563519436237,0.006674562441768901,-0.8346755087745041,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149442263957.71777,55.396047662963205,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.374876627303795,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,150.0,10000.0,1.0,True,868,3.0938141524559413,3.3184483917248695,-0.024003447407442688,-0.7734535381139853,949,0.9800292269635623,0.9800293714841511,-1.4906005208333335e-08,1.0643932965672941e-05,-0.24500730674089058,True,True,True,True,True,560,81,1.2353983347922761e-07,0.019922177920602198,0.02,1,2310.8662109375,13.948136428312583,1161,True,False,success,phase76_handoff,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 868, ""post_cross_vt_priority_then_sync"": 81}",1.0000000000000042,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,150.0,10000.0,1.0,False,,,,,,100000,23.93995187603564,25.698914646165928,0.0226978337374431,0.4787990375207128,-0.5523955299648045,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000208001.97266,2014.8353784766816,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.970206527515042,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,165.0,10000.0,1.0,False,,,,,,100000,7.9703722353456765,8.647840152010238,-0.019925930588364192,0.0066745625576575965,-0.8346755081097014,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149444479412.73145,55.39604766297371,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.407866913416998,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,165.0,10000.0,1.0,True,389,2.752643422392163,2.8547543831261937,-0.015133760631638968,-0.6881608555980407,456,0.99626996652569,0.9962702587037886,-8.051966536458334e-09,-1.525996383853817e-05,-0.2490674916314225,True,True,True,True,True,560,67,6.65170237967497e-08,0.019958383226536938,0.02,1,1938.96875,12.38475210766424,668,True,False,success,phase76_handoff,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 389, ""post_cross_vt_priority_then_sync"": 67}",1.0000000000000049,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,165.0,10000.0,1.0,False,,,,,,100000,12.315828847845541,15.105817536665972,0.021392211662753256,0.24631657695691084,-0.4531699508583222,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000107669.6914,1036.6874215977077,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9681341043581951,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,170.0,10000.0,1.0,False,,,,,,100000,7.970411585391562,8.647876419137122,-0.019926028963478906,0.0066745625962456746,-0.8346755078882389,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149445217226.0918,55.39604766297721,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.4140588231546323,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,170.0,10000.0,1.0,True,248,3.7095654711820134,3.7105918780553617,-0.0017454054548535242,-0.9273913677955034,362,0.9998035892628733,0.9998035893148912,-4.5945364583333334e-10,-2.0394269415373912e-07,-0.24995089731571832,True,True,True,True,True,560,114,1.399798844965697e-06,0.018784841152317634,0.020000000000000004,1,177.8046875,8.831590001823436,574,True,False,success,phase76_handoff,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 248, ""post_cross_vt_priority_then_sync"": 114}",1.000000000000006,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,170.0,10000.0,1.0,False,,,,,,100000,8.3723738688075,11.852040672534082,0.02093093467201875,0.16414235461975824,-0.4342696781677884,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000072238.28223,690.9551264900366,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9677447593910704,False,False
phase34_post_cross_sync,vt_priority_then_sync,0.98,175.0,10000.0,1.0,False,,,,,,100000,7.970449843717916,8.647911680102615,-0.01992612460929479,0.006674562633733219,-0.8346755076732372,False,False,False,False,False,560,0,0.0,0.0,0.0,0,149445934569.71094,55.39604766298058,100000,False,True,max_steps,phase76_handoff,"{""burn_a"": 18, ""burn_b"": 46, ""coast_arc"": 1, ""phase76_handoff"": 99935}",1.4177865926601643,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.0,175.0,10000.0,1.0,True,182,3.693346796891048,3.6937519207248406,-0.0010941096385804379,-0.923336699222762,296,0.9835853951265642,0.9835853951773219,-2.604703125e-10,-1.998382277836701e-07,-0.24589634878164104,True,True,True,True,True,560,114,1.4001562025511066e-06,0.01878379235623683,0.02,1,37.681640625,4.456003192025807,508,True,False,success,lock,"{""capture"": 9, ""lock"": 203, ""phase76_handoff"": 182, ""post_cross_vt_priority_then_sync"": 114}",1.0000000000000058,False,False
phase34_post_cross_sync,vt_priority_then_sync,1.02,175.0,10000.0,1.0,False,,,,,,100000,8.18495007494703,9.279726061515845,0.020462375187367578,0.08064824304715694,-0.422755860464827,False,False,False,False,False,560,0,0.0,0.0,0.0,0,150000036257.10254,339.6743835014483,100000,False,True,max_steps,coast_arc,"{""burn_a"": 18, ""coast_arc"": 99982}",0.9675103243982137,False,False
